,real_t250,real_t500,real_t750,real_t1000,knn_t250,knn_t500,knn_t750,knn_t1000,knn_sqrt_t250,knn_sqrt_t500,knn_sqrt_t750,knn_sqrt_t1000
32,"[[0.0, 0.0, 0.0, 0.0], [4.2735154997853435, 0.0, 0.0, 1.2121864718434974], [0.342411008619865, 0.0, 0.0, 0.9261936704306727], [0.0, 2.9205134076338446, 0.0, 0.0]]","[[0.0, 1.69431106889911, 0.0, 0.917508838935791], [0.0, 0.0, 2.6556998649071057, 0.0], [0.0, 0.0, 3.379043952034568, 4.97674334122107], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.2785023793844622, 0.7929837283424211, 0.02187197210951626], [0.0, 0.040670308402264495, 0.0, 0.0]]","[[0.0, 0.6586151455528254, 0.0, 0.0], [0.0, 0.0, 0.011260514835240357, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.002522994358363656, 0.0, 0.0], [2.01137535563021, 0.24245042247942483, 0.0, 0.1739690554136933], [0.0, 0.0, 0.08264837312370567, 0.058597279554035236], [0.0, 0.0, 0.04208332278937844, 0.042540308677144485]]","[[0.09037892382278276, 0.0, 0.0, 0.0], [0.0, 0.0, 0.058502884220386374, 0.0], [0.0, 0.0, 0.46220950122216714, 0.9571737638680691], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.16119464677667877, 0.5546426175306077, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.47463592653845865, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.42111919586197644, 0.0, 0.0], [1.4594220500171884, 0.2109771777847089, 0.0, 0.0], [0.0, 0.0, 0.09233323019127623, 0.07160132746682371], [0.0, 0.0, 0.07565203835925942, 0.05478538593875062]]","[[0.09471898295760844, 0.03603687581042576, 0.0, 0.0], [0.024736345750304003, 0.025857213360196783, 0.0, 0.0], [0.0, 0.0, 0.41227637144527374, 0.6385608644987992], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.12392598842492158, 0.5328662578807808, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.4139121287340404, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
33,"[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.5982316771770254, 0.5613144276824946], [0.26887523323333123, 0.0, 0.0, 0.04365797229011658], [0.0, 1.0797520816898567, 0.0, 0.0]]","[[0.6630164478144995, 0.0, 1.0067645205285993, 0.0], [0.0, 0.0, 0.0, 2.06517483195425], [0.0, 0.529656846162784, 0.0, 0.0], [0.0, 1.334735369283485, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.6621643376006217, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.28265109412653017, 0.7785851189644605], [1.2627932337144259, 0.0, 0.0, 0.0], [0.45243450089395376, 0.0, 0.8338836075794346, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.42323655246176983, 0.3796301563611109], [0.03839802074665569, 0.0, 0.0, 0.0], [0.0, 0.4840446084107845, 0.0, 0.0]]","[[0.09626432848065758, 0.0, 0.16595155519303095, 0.0], [0.0, 0.0, 0.0, 0.9322273687240271], [0.0, 0.06399444641696732, 0.0, 0.0], [0.0, 0.7072187045809674, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.4649756998758426, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.04374463363074982, 0.27994541630279646], [0.7122009276098131, 0.0, 0.0, 0.0], [0.16668650516604164, 0.0, 0.5146132283809808, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.4292064189357487, 0.41780877986050813], [0.03951603592774731, 0.0, 0.0, 0.0], [0.0, 0.4191676618238208, 0.0, 0.0]]","[[0.07155941070950818, 0.0, 0.11106341920806137, 0.0], [0.0, 0.0, 0.0, 0.7504270141933718], [0.0, 0.01920521005393436, 0.0, 0.0], [0.0, 0.6122044198531019, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.38515209453428284, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.024305757015975992, 0.19049505463956926], [0.6127040731412862, 0.0, 0.0, 0.0], [0.13793876220846904, 0.0, 0.46060061175647027, 0.0]]"
34,"[[0.0, 0.0, 0.07065751693794677, 0.0], [0.0, 0.6319791838711942, 0.275509922180918, 0.0], [0.0, 0.08204688873472289, 0.0, 0.1989849679968982], [0.0, 0.0, 0.0, 0.009026126318012412]]","[[0.0, 0.0, 0.02909947682170246, 0.0], [0.0, 0.0, 0.0, 0.7431837559139225], [0.0, 0.00528914249162759, 0.0, 0.0], [0.0, 0.0, 0.0, 1.5133050929656964]]","[[0.0, 0.0, 0.0, 0.9470323263711148], [0.0, 2.1866860277172093, 0.0, 0.0], [0.0, 1.5830824341844607, 0.7693944496331051, 0.31568961190657396], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.3429892741741159, 0.7010262857224989, 0.0], [0.0, 0.0380654118170844, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.41112716689932577, 0.0958664560035593, 0.0], [0.0, 0.018605482313516126, 0.0, 0.031096075640743], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.3549665945635251], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.1260145319757155]]","[[0.0, 0.0, 0.0, 0.14550795290543883], [0.0, 1.0204699126247705, 0.0, 0.0], [0.0, 0.312466299873007, 0.18728712487991772, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.1914916005374913, 0.4346824499054327, 0.0], [0.0, 0.0029782416345359593, 0.0, 0.0]]","[[0.0, 0.0, 0.02136218210951787, 0.0], [0.0, 0.40073240897210355, 0.11990023607789618, 0.0], [0.0, 0.0, 0.0, 0.06934921531446939], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.2331369591455575], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0311844810444748]]","[[0.0, 0.0, 0.0, 0.06780858663148381], [0.0, 0.9655891614331156, 0.0, 0.0], [0.0, 0.160545056452617, 0.11133362385099597, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.1547151602589235, 0.4160705358516169, 0.0], [0.0, 0.0, 0.0, 0.0]]"
35,"[[0.0, 0.0, 0.2337246618922559, 0.015775966785672512], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.1435236618062133, 0.0]]","[[1.943967401946922, 0.0, 0.0, 0.0], [2.023382080824381, 0.0, 0.0, 3.1013415590841853], [0.0, 0.0, 6.4734258892058545, 0.0], [0.0, 0.0, 5.848047723554491, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.615734979831825, 0.17037235808046497, 1.9455673299449245, 0.0], [0.0, 0.2441976293541817, 1.258192644662512, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.002604105211774563, 0.013388251233273387, 0.40816893820991107], [0.7307090903340655, 0.0, 0.8925995612249475, 0.0], [0.5273184451159216, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.16604585200721877, 0.002774897787607325], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.04301779467981195], [0.0, 0.0, 0.10800808321264314, 0.0]]","[[0.033403333701746314, 0.0522295320826407, 0.0, 0.0], [0.047213789596592955, 0.0982150360550344, 0.0, 0.0], [0.0, 0.0, 1.0886292357910894, 0.22639078886308134], [0.0, 0.0, 0.0, 0.08179334486928967]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.2620261125667736, 0.0, 0.5221357559154026, 0.0], [0.0, 0.11076744028528765, 0.28212929877857396, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.23329961245625153], [0.39165682689648706, 0.0, 0.5924970079440091, 0.0], [0.37770329658634855, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.11913198502970646, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.06198964834558681, 0.0]]","[[0.05501479250397775, 0.07353338668014381, 0.0, 0.0], [0.07413399346922105, 0.0988783879731701, 0.0, 0.0], [0.0, 0.0, 2.054370781624912, 0.26400551912068876], [0.0, 0.0, 0.0, 0.012981032476458544]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.24670963481380329, 0.0, 0.461006354724698, 0.0], [0.0, 0.07709116996071322, 0.14836469507239294, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.17711744168714652], [0.3239930719048393, 0.0, 0.5301353875944399, 0.0], [0.30679535135462477, 0.0, 0.0, 0.0]]"
36,"[[0.0, 0.0, 0.0, 0.0], [0.0, 0.811479377820637, 0.0, 0.935412579012038], [0.048361120075588515, 0.0, 0.0, 0.0], [1.1259114146019202, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 2.1952891474433853], [0.0, 0.0, 0.33806233971703986, 0.0], [4.972988890624176, 0.0, 0.0, 3.040693141400649]]","[[0.0, 1.254289374696856, 0.0, 0.0], [1.202799068569108, 0.0, 0.0, 0.0], [0.0, 0.8631728428027879, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.2663400916751814, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.3075214872559599, 0.00026946002754003656, 0.3362757055718314], [0.0, 0.0, 0.0, 0.0], [0.3540213416037008, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.08108132281691417, 0.07612674260274645, 0.0], [0.0, 0.07274145060639739, 0.07444581971083471, 0.0], [0.8903521257950329, 0.0, 0.0, 0.6731411680796971]]","[[0.0, 0.6835659393550616, 0.0, 0.0], [1.093154637074091, 0.0, 0.0, 0.0], [0.0, 0.2624293431962112, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.19890935643983904, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.20897367392467578, 0.0, 0.2237096781335142], [0.0, 0.0, 0.0, 0.0], [0.3093868552699622, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.16729016715953948], [0.0, 0.08950982523636591, 0.08751481459110028, 0.0], [0.0, 0.08761208455401844, 0.0851187403346013, 0.0], [0.3092905992419146, 0.0, 0.0, 0.38934012534706935]]","[[0.0, 0.5787229863753536, 0.0, 0.0], [1.0588414137468054, 0.0, 0.0, 0.0], [0.0, 0.13199708150261744, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.18862566599180688, 0.0, 0.0, 0.0]]"
37,"[[0.27214987359381504, 0.0, 0.26720288636787703, 0.0], [0.0, 0.9524977312448658, 0.0, 0.0], [0.06041926723963316, 0.0, 0.001242074760042857, 0.0], [0.0, 0.20523478727583166, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.04867287129413323], [0.18550797761279844, 0.0, 0.7174202370456518, 0.5414181902195482], [0.20517312108301855, 0.0, 0.0, 0.0], [0.0, 1.147839803733905, 0.19613737160537056, 0.0]]","[[0.0, 0.0, 0.4182519596646906, 0.0], [0.0, 1.5512148622574051, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.8508606490047332, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.28732817894682106], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.8257012233391738, 0.0], [0.0, 0.0, 1.7069342530172986e-05, 0.0]]","[[0.24360459704192947, 0.0, 0.2072958547862209, 0.027165935061697965], [0.0, 0.7933502396840384, 0.0, 0.0], [0.008882441724910225, 0.0, 0.008793496948889515, 0.0], [0.0, 0.04004069879514868, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.09790509474702805, 0.0, 0.5732917516616229, 0.3503374910943285], [0.0562462770549856, 0.0, 0.0, 0.0], [0.0, 0.461185251158717, 0.0647968946397315, 0.0]]","[[0.0, 0.0, 0.25005397224843484, 0.0], [0.0, 1.0472383352515782, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.354548565762792, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.19248718433806644], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.7752631433942768, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.18544179404444328, 0.0, 0.16003075883242812, 0.0], [0.0, 0.749396283887366, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.04722643940099064, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0413829211257489, 0.0, 0.5123706128619782, 0.2953915406614794], [0.05512239482319665, 0.0, 0.0, 0.0], [0.0, 0.3884991852625654, 0.03327681020312633, 0.0]]","[[0.0, 0.0, 0.19426293265605812, 0.0], [0.0, 0.9625373011865829, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.23327080122521954, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.14843076395495852], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.7262566539304437, 0.0], [0.0, 0.0, 0.0, 0.0]]"
38,"[[0.0, 0.0, 0.0, 0.11745572445235035], [0.0, 0.0, 0.0, 0.0], [0.10813322257045002, 0.0, 0.0, 0.4069344081946792], [0.3719098059671143, 0.0, 1.0181358815447497, 0.0]]","[[0.8838148112883252, 0.0, 0.11960105601536239, 0.0], [0.10895871992135153, 0.0, 0.0, 0.06054047082546924], [0.0, 0.24128025683633308, 0.14252964205498292, 0.0], [0.0, 0.10861812898033149, 0.0, 0.12496312389857048]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [1.8954446495336887, 1.9693730140740566, 0.0, 0.0], [0.0, 0.7688122658044045, 0.2406327745678825, 0.0], [0.6156170101956745, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.010356626619110302], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.1864226178868094], [0.23504352502827364, 0.0, 0.7385972064077799, 0.0]]","[[0.7203881082532406, 0.0, 0.07365882820721745, 0.0], [0.022379846293198974, 0.0, 0.0, 0.014191173089599527], [0.0, 0.06258704454659342, 0.038369447362361225, 0.0], [0.0, 0.047344095957191155, 0.0, 0.10353167459410349]]","[[0.0, 0.0, 0.006859973882634433, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.005200225647224052, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.5119420826540335, 0.6240232095602822, 0.0, 0.0], [0.0, 0.26158719105661377, 0.09733928988970923, 0.0], [0.1588949029907838, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.02753037904417618], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.1608329473058292], [0.2848074335597475, 0.0, 0.6746673661840472, 0.0]]","[[0.6509319006425832, 0.0, 0.03245670579512179, 0.0], [0.0, 0.0, 0.0, 0.007106591724764298], [0.0, 0.07736588604375039, 0.03946647382640237, 0.0], [0.0, 0.03347083242022947, 0.0, 0.07664853578385858]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.4532000140096773, 0.5629172956521121, 0.0, 0.0], [0.0, 0.16132221882936432, 0.0711811627641207, 0.0], [0.08821158055683939, 0.0, 0.0, 0.0]]"
39,"[[0.0, 0.0, 0.0, 0.0], [0.0, 0.8105512419053152, 0.7785853933573952, 0.0], [0.0, 0.04861843555181488, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.5081058659421198, 0.0, 0.0], [0.0, 0.0, 0.4663098689204434, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.3021015190791003, 0.9723921910430247, 0.8020101153194332]]","[[0.0, 0.0, 0.0, 0.9329156292069524], [0.0, 0.0, 0.0, 1.5342135121711413], [0.0, 0.0, 0.0, 0.0], [0.0, 1.192986792936627, 1.336463733397544, 0.0]]","[[0.0, 0.7196551779508035, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [1.2319968239747998, 0.07369270489391415, 0.0, 0.6077578072474493], [0.0, 0.0, 1.21431099464485, 0.0]]","[[0.0, 0.0, 0.014663536905457023, 0.0], [0.0, 0.33921470438038154, 0.3728147698501124, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.24684922937650008, 0.0, 0.0], [0.0, 0.0, 0.21810697988507122, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.03449170436414009, 0.46073285341279535, 0.4077286538674916]]","[[0.0, 0.0, 0.0, 0.15306689081403563], [0.0, 0.0, 0.0, 0.11552189809911076], [0.0, 0.0, 0.0, 0.0], [0.0, 1.073751194838499, 1.1820922755342442, 0.0]]","[[0.0, 0.2525011914336625, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.7812790475556508, 0.0, 0.0, 0.31440705897905574], [0.0, 0.0, 0.34679850945129737, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.2627314064484912, 0.29870616492932134, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.1787561064020169, 0.0, 0.0], [0.0, 0.0, 0.1368743376547723, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.001549770233142725, 0.38766200829033, 0.35790853991191063]]","[[0.0, 0.0, 0.0, 0.05114489278557504], [0.0, 0.0, 0.0, 0.06463944952780383], [0.0, 0.0, 0.0, 0.0], [0.0, 1.0453268521538643, 1.180671218508157, 0.0]]","[[0.0, 0.23647178996620516, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.7002167749842185, 0.0, 0.0, 0.26191053482787885], [0.0, 0.0, 0.26734996885119644, 0.0]]"
40,"[[0.0, 0.0, 0.0, 0.0], [1.1616728412447503, 0.5667426570307362, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.1871613403311425, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.060006763056682504, 0.0], [0.0, 0.0, 0.0, -0.0021419117480409953], [0.0, 0.0, 0.0, 0.8137014539787277], [0.000486384083699008, 0.0, 0.7729184484244666, 0.0]]","[[0.0, 0.9999228091859093, 0.0, 0.0], [0.0, 0.0, 1.4506821939817995, 0.5472733474672692], [0.12739006812221815, 0.0, 0.0, 0.0], [0.36285672064746105, 0.5141775796702466, 1.3182564629708984, 0.0]]","[[0.0, 0.0, 0.0, 0.05709850356894509], [0.0, 0.6741912189712727, 0.42148187645007174, 0.913336219666756], [0.1336295449469086, 0.0, 0.0, 0.0], [0.0, 0.9421947946150928, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.46650068492314206, 0.2823788526281614, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.06619939879802011, 0.0, 0.0, 0.019697335285165353]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.7098373209974372], [0.0, 0.0, 0.680744626549949, 0.0]]","[[0.0, 0.23815229097022483, 0.0, 0.0], [0.0, 0.0, 0.638080612235884, 0.27842387307361716], [0.0, 0.0, 0.0, 0.0], [0.07491553337284472, 0.009823279952494981, 0.194369038511526, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.455339596856241, 0.2996222056021049, 0.7082816699922139], [0.04279577778789312, 0.0, 0.0, 0.0], [0.0, 0.4978489117823407, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.3730970865307979, 0.1706751086611001, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0029165909353465213, 0.0, 0.0, 0.01523493494495643]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.6707749786954595], [0.0, 0.0, 0.6387278057771895, 0.0]]","[[0.0, 0.14421025593146836, 0.0, 0.0], [0.0, 0.0, 0.5970770240016694, 0.25323291432356215], [0.0, 0.0, 0.0, 0.0], [0.04076723056360581, 0.0, 0.07066641807986104, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.3892718660212546, 0.2619561360319628, 0.6593730702936462], [0.02694689569200064, 0.0, 0.0, 0.0], [0.0, 0.4441645040479076, 0.0, 0.0]]"
41,"[[0.0, 0.0, 0.683616061509864, 1.2307322450890181], [0.8566160358440422, 1.5811951169250535, 0.0, 0.0], [0.0, 0.18621591931670287, 0.0, 0.0], [0.0, 0.0, 1.1128972499330319, 0.2971735471540055]]","[[0.0, 0.0, 0.0, 0.0], [0.18769333483781067, 0.0, 0.0, 0.0], [0.8786824356251017, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.8506724010251338, 0.0, 0.0], [0.7007118417127146, 0.0, 0.0, 0.7607862723416855], [0.0, 0.0, 0.0, 0.0], [0.35901418124165657, 0.0, 0.0, 0.0]]","[[0.0, 0.04721542858554759, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.031389848324567385, 0.00891355419210256, 0.2639761212624229], [0.0, 0.0, 0.0, 1.1033283448589446]]","[[0.0, 0.0, 0.0, 0.1757670291485105], [0.08483830220688213, 0.46142726535966644, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.3496418190976532, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.005089157459877869, 0.0, 0.0, 0.0], [0.5452876093220786, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.4058168045264512, 0.0, 0.0], [0.500128574172072, 0.0, 0.0, 0.5613992463790701], [0.0, 0.0, 0.0, 0.0], [0.08586067507466674, 0.0, 0.0, 0.0]]","[[0.0, 0.0072982282603135315, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0053076426699216524, 0.0, 0.154919097921989], [0.0, 0.0, 0.0, 0.9582616180389059]]","[[0.0, 0.0, 0.0, 0.0817985086557689], [0.13163674444483336, 0.4321832769168149, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.3608100030430752, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.4698645947326735, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.37487621918968594, 0.0, 0.0], [0.46760863450771134, 0.0, 0.0, 0.5220498155700892], [0.0, 0.0, 0.0, 0.0], [0.07983826995541132, 0.0, 0.0, 0.0]]","[[0.0, 0.0016655600620524877, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.09315730775783515], [0.0, 0.0, 0.0, 0.9147850002046566]]"
42,"[[0.02658863418285146, 0.0, 0.55941431424935, 0.0], [0.0, 0.0, 0.0, 0.0], [0.5911655697955777, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 2.5008373650997915, 0.0, 0.0], [2.9908485993627725, 0.0, 0.0, 0.0], [2.628832533979638, 0.0, 0.0, 0.3934235251509403], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 1.4546695633687114, 0.6269287485508468, 0.0], [0.9663431414287689, 1.0607767848095282, 2.1222052998821677, 0.0], [0.0, 0.0, 0.0, 0.0], [0.40310362798403576, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.202569239625015, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.4833835251719815, 0.0013419863865999978], [0.0, 0.01153485276247476, 0.0, 0.042879129648817474], [0.5260535975898522, 0.0, 0.0, 0.01839327866832152], [0.0, 0.018244720081004934, 0.0, 0.0]]","[[0.0, 2.3060826980236304, 0.0, 0.0], [1.0518400708407265, 0.0, 0.0, 0.0], [0.0, 0.01514316200931072, 0.046134028740850236, 0.031790977302398035], [0.0, 0.0, 0.03171099334250721, 0.011150994244170966]]","[[0.0, 0.2979601481235818, 0.0, 0.0], [0.5838959997220664, 0.39914797455120116, 1.4002942023353657, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0625513786780107, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.1459411965801781, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.001015661120234683], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.43246897862571754, 0.0], [0.0, 0.0, 0.0, 0.0], [0.3946721224212437, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.013426548473490589, 2.254512866277966, 0.0, 0.0], [1.3450572025633907, 0.0, 0.0, 0.0], [0.0, 0.01801369743568225, 0.06630632085919602, 0.05254523897472901], [0.0, 0.0067321635375589125, 0.053829903106416915, 0.03637169561392909]]","[[0.0, 0.195344229880098, 0.0, 0.0], [0.5372719095370062, 0.374926574188966, 1.2938251458793248, 0.0], [0.0, 0.0, 0.0, 0.0], [0.024447937122735002, 0.0, 0.0, 0.006583485999939841]]","[[0.0, 0.0, 0.11876541909989626, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
