,real_t250,real_t500,real_t750,real_t1000,knn_t250,knn_t500,knn_t750,knn_t1000,knn_sqrt_t250,knn_sqrt_t500,knn_sqrt_t750,knn_sqrt_t1000
37,"[[3.2613957530073665, 2.993672957674812, 3.344062971018199], [0.0, 0.0, 0.0], [3.1899991132708014, 2.0580278768265314, 3.187730721542651]]","[[0.41098050894498306, 0.0, 0.0], [0.0, 0.006146681645013117, 0.04226732084281808], [0.53639606229084, 0.0, 0.837876638951064]]","[[0.0, 0.748958204446603, 0.0], [0.0, 1.5122876032898223, 1.8485883281506303], [0.0, 0.0, 0.0]]","[[3.6982383274913486, 0.0, 0.0], [3.022052594387613, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.009851492612319601, 0.019488067547929866], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.34010594137128025, 0.0, 0.0], [0.0, 0.0, 0.011857879855500776], [0.4691158369789777, 0.015712984110077977, 0.7216799596238218]]","[[0.0, 0.22067336766504067, 0.0], [0.0, 0.3609273975601402, 0.8318018064717995], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.180800744181127, 0.0, 0.09076542668598529], [0.0, 0.0, 0.0]]","[[0.2296452718706964, 0.0, 0.0], [0.0, 0.0, 0.0], [0.3605505499139557, 0.0, 0.6295536562980917]]","[[0.0, 0.08742896985317392, 0.0], [0.0, 0.2811048513049075, 0.7019379206648787], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0029795882433473297, 0.0], [0.0, 0.0, 0.0]]"
38,"[[0.5445625632402982, 0.0, 0.09664734794298042], [0.4484346108063457, 0.0, 0.0], [0.0, 0.5534587259870193, 0.0]]","[[0.7114628616127698, 0.0, 0.0], [0.0, 0.0, 0.0], [0.07954065398393921, 0.0, 0.12060229869227614]]","[[0.2384334544743342, 0.8556046759029796, 0.0], [0.35132772405602736, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.04956329605515494, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.8249364984010058]]","[[0.3958504748973901, 0.0, 0.0], [0.43474629719860663, 0.0, 0.0], [0.0, 0.269922186694994, 0.0]]","[[0.6317776475497434, 0.0, 0.0], [0.0, 0.0, 0.0], [0.003949974847333809, 0.0, 0.07867289929375948]]","[[0.09999875043317846, 0.5215071908113289, 0.0], [0.20622367354348461, 0.0, 0.011707946503009402], [0.0, 0.0, 0.0]]","[[0.05378446664101598, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.7657377435110819]]","[[0.337167861085567, 0.0, 0.0], [0.3114879040958597, 0.0, 0.0], [0.0, 0.2072716348616272, 0.0]]","[[0.5880482039696636, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.036472010931246045]]","[[0.07590247235074883, 0.48182643724730495, 0.0], [0.1724973723305594, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.02849404190241012, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.7450200926741496]]"
39,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[1.2489184138463647, 0.0, 0.0], [0.0, 0.10258532519358267, 0.0], [0.5073559050395718, 0.0, 0.0]]","[[0.0, 0.0, 1.179273147727545], [0.0, 0.0, 0.6202316743736336], [1.8841865928203756, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.028649474415210582, 0.0, 0.0], [0.35500618205792583, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[1.0543569634238024, 0.0, 0.0], [0.0, 0.11340668872655559, 0.014749590841087687], [0.31555879912126766, 0.0, 0.0]]","[[0.0, 0.0, 0.7305014923999069], [0.0, 0.0, 0.18218384291188916], [1.31794622066089, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.3131821486182751, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.004456640206238456, 0.0, 0.0]]","[[0.9574339060736999, 0.0, 0.0], [0.0, 0.047477701056561794, 0.0], [0.22272134260798077, 0.0, 0.0]]","[[0.0, 0.0, 0.6824809956404174], [0.0, 0.0, 0.08122939428047095], [1.188062940648932, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.2659203628751246, 0.0, 0.0]]"
40,"[[0.042307239332447996, 0.020335630562912335, 0.0], [0.6725592052772096, 0.6906934010544888, 0.0], [0.0, 0.0, 0.38109980938460475]]","[[0.0, 0.0, 0.0], [0.0, 0.8093854508419027, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0003451348662539143, 0.29801662425498787], [0.0, 0.0, 1.2204957907452094], [0.0, 0.657037215788325, 0.0]]","[[0.0, 0.0, 0.35188188259696224], [0.0, 0.0, 0.0], [0.0, 0.0, 1.2363132700651371]]","[[0.0, 0.0, 0.0], [0.1970711826847296, 0.21768744214089586, 0.0], [0.0, 0.0, 0.3383618208286881]]","[[0.0, 0.0, 0.0], [0.0, 0.7307407504146753, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.06383725495119759], [0.0, 0.0, 0.9489193218044363], [0.0, 0.6197604767851095, 0.0]]","[[0.0, 0.0, 0.2189765283210427], [0.0, 0.0, 0.0], [0.0, 0.0, 1.0974418273532742]]","[[0.0, 0.0, 0.0], [0.22584640223019686, 0.2053750596325147, 0.0], [0.0, 0.0, 0.2863751371123177]]","[[0.0, 0.0, 0.0], [0.0, 0.6859085793347138, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.8017750417890188], [0.0, 0.5741516760137477, 0.0]]","[[0.0, 0.0, 0.14926853696606432], [0.0, 0.0, 0.0], [0.0, 0.0, 1.0255707140287358]]"
41,"[[0.052791419118048355, 0.0, 0.5291263762710361], [0.0, 0.0, 1.0306763957498066], [0.0, 1.3856748273518629, 0.0]]","[[0.0, 0.03654958662472319, 0.0], [0.004377684875707653, 0.0, 0.638349248668545], [0.023360016322340665, 0.8381323662661506, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8225136813940656, 0.0], [0.0, 0.03495765312743829, 0.06503446750736866]]","[[1.3995830378964798, 0.0, 0.0], [0.6687050998739008, 0.0, 0.3674597185146805], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.18379221589149713], [0.0, 0.0, 0.7471096426129278], [0.0, 1.0209862197267836, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.5096159107102589], [0.0, 0.6544646117937752, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.7257572111163331, 0.0], [0.0, 0.0, 0.013823360831177167]]","[[1.0722961286968047, 0.0, 0.0], [0.3770973798630307, 0.0, 0.23780643934998907], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.06650288641353945], [0.0, 0.0, 0.5442127413216952], [0.0, 0.9055328696408791, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.497760565503621], [0.0, 0.6142830447822868, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.7180461362742881, 0.0], [0.0, 0.0, 0.0]]","[[0.9462239548277958, 0.0, 0.0], [0.26148474946563094, 0.0, 0.1784518207186056], [0.0, 0.0, 0.0]]"
42,"[[0.0, 0.0, 0.001360962477642523], [0.0, 0.8409782193219699, 0.0], [0.0, 0.0, 0.2086671491702164]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.2848210572390331], [0.0, 0.0008997354149624541, 0.0], [0.39392474300484315, 0.0, 0.35091547783664867]]","[[0.0, 0.21236168794787105, 0.0], [0.0, 0.9659669202195877, 0.0], [0.0008340091297637888, 0.0, 0.1457743850533221]]","[[0.0, 0.0, 0.0], [0.0, 0.699514408104036, 0.0], [0.0, 0.0, 0.09775220967098551]]","[[0.0, 0.0, 0.0], [0.005258189675755824, 0.018380371958936968, 0.0], [0.0, 0.0, 0.023932884178521786]]","[[0.0, 0.0, 0.14064827118759962], [0.0, 0.0, 0.0], [0.2557468912314439, 0.0, 0.1936124927331064]]","[[0.0, 0.13876336490154104, 0.0], [0.0, 0.8683033987203463, 0.0], [0.0, 0.0, 0.0932267629612453]]","[[0.0, 0.0, 0.0], [0.0, 0.6065199566819832, 0.0], [0.0, 0.0, 0.10283971559617405]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.13380503642454675], [0.0, 0.0, 0.0], [0.22504695528329438, 0.0, 0.1753950942799339]]","[[0.0, 0.10221424945504698, 0.0], [0.0, 0.8266716746256679, 0.0], [0.0, 0.0, 0.08077821319936976]]"
43,"[[0.0, 0.0, 1.2043333878515154], [0.0, 1.9481312959442623, 0.0], [0.0, 1.4264711009570303, 0.1840622515040643]]","[[0.7417603093656394, 0.0, 0.0], [0.0, 0.0, 0.0], [0.061334830616265046, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [2.339685525862478, 0.6607061456603106, 0.0], [0.0, 0.0, 0.0]]","[[0.7169450266942602, 0.0, 0.0], [0.0, 0.0, 0.0], [0.06213462130665912, 0.0, 0.0]]","[[0.0, 0.0, 0.16552187108928118], [0.0, 1.3887924357916157, 0.0], [0.0, 0.872364695911929, 0.0]]","[[0.600020575293565, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.2857227068102172, 0.16600504958595166, 0.0], [0.0, 0.0, 0.0]]","[[0.6871998133067613, 0.0, 0.0], [0.0, 0.0, 0.0], [0.013839523126444592, 0.0, 0.0]]","[[0.0, 0.0, 0.016917970323127984], [0.0, 1.1585431892080758, 0.0], [0.0, 0.6352984264600996, 0.0]]","[[0.6114155072635962, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.06548657433631076, 0.11360007975796489, 0.0], [0.0, 0.0, 0.0]]","[[0.6105286707692547, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
44,"[[0.0, 0.0, 0.6373740448651178], [0.0, 3.0734588766799384, 0.0], [0.0, 2.129142403568973, 0.35573476699246487]]","[[0.0, 0.0, 0.0], [1.2686371567932115, 1.0656474274062582, 0.0], [0.0, 0.29105202255078666, 0.0]]","[[0.0, 0.0, 0.7399493314586905], [0.40829707559358774, 1.7009028993832824, 0.0], [0.0, 0.47323087338904923, 0.0]]","[[0.0, 0.0, 1.0168497768245663], [0.0, 0.8771749713100891, 0.0], [0.0, 0.0, 0.0]]","[[0.011863148739467623, 0.0, 0.009729347861286526], [0.0, 1.0173185650227294, 0.0], [0.0, 0.2822733622430058, 0.021767879382478705]]","[[0.0, 0.0, 0.0], [0.5224554502134738, 0.3234176210524074, 0.0], [0.0, 0.1333952130435748, 0.0]]","[[0.0, 0.0, 0.26250628531266545], [0.1296603659227985, 1.1183444087320702, 0.0], [0.0, 0.1677386152304854, 0.0]]","[[0.0, 0.0, 0.5175208994261355], [0.0, 0.7556637411970215, 0.0], [0.0, 0.0, 0.0]]","[[0.03346981586830649, 0.0, 0.0], [0.0, 1.0725790699082736, 0.0], [0.0, 0.02335251558183372, 0.020631530025125494]]","[[0.0, 0.0, 0.0], [0.4596936972266314, 0.2776698315511561, 0.0], [0.0, 0.08890888860187719, 0.0]]","[[0.0, 0.0, 0.17979978082316497], [0.09741280523330846, 1.0138796119339881, 0.0], [0.0, 0.07378216410043253, 0.0]]","[[0.0, 0.0, 0.36829577323450063], [0.0, 0.7083328298390313, 0.0], [0.0, 0.0, 0.0]]"
45,"[[0.0, 0.0, 0.023231675987608412], [0.0, 0.0, 0.0], [0.0, 0.04207197787634248, 0.0]]","[[0.0, 0.2794375670613148, 0.4475763154292013], [0.6126542325932544, 0.0, 0.0], [0.01712768243047792, 0.7909146639562208, 0.21148229989151532]]","[[0.0, 0.0, 0.0], [0.0, 0.7764893575604888, 3.3756143678539035], [5.991698634606237, 0.0, 0.0]]","[[0.0, 3.2064919046438383, 0.0], [0.0, 0.0, 0.0], [1.8247481881133036, 2.7886859365510173, 0.7155774955249453]]","[[0.0, 0.0, 0.0], [0.04742150192871484, 0.026221531502087374, 0.0], [0.0, 0.02071906448978994, 0.0]]","[[0.0, 0.14707594643463276, 0.3501967531438156], [0.5030782807984532, 0.0, 0.0], [0.0, 0.5878965972574273, 0.10377611045066713]]","[[0.0, 0.0, 0.13256774040773553], [0.0, 0.11690587995153119, 0.0], [0.0, 0.0, 0.30716355820562646]]","[[0.0, 0.06620811212923687, 0.0], [0.0, 0.0, 0.0], [0.010255103432703626, 0.0, 0.035762048171030694]]","[[0.0, 0.0, 0.0022180886575303167], [0.0, 0.020297429017915942, 0.0204255918519765], [0.0, 0.008375179182240601, 0.0]]","[[0.0, 0.09108973801358114, 0.29140062741764844], [0.4436942304024363, 0.0, 0.0], [0.0, 0.494477354249054, 0.07840895237997571]]","[[0.044530982377573386, 0.0, 0.22082982092976397], [0.0, 0.12004354640586522, 0.0], [0.0, 0.0, 0.07265978332856059]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.021045101014815996]]"
46,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.07089135350612026], [0.0, 0.003867288576290226, 0.6415715474471345]]","[[0.0, 0.0, 0.1365430267519859], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 1.0529589355402351, 0.0], [0.8461244684231317, 0.045202830094888555, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.507863650454799, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.5476561920807125]]","[[0.0, 0.0, 0.10751742172827253], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.9007098584743922, 0.0], [0.7514565778111633, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.4527142901309049, 0.0023956625812981253, 0.006181265437255044], [0.0, 0.0, 0.0]]","[[0.021436445782814288, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.5125887280463607]]","[[0.0, 0.0, 0.08293732225347276], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.8037674496553372, 0.0], [0.7230597380285259, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.37703270479796924, 0.0, 0.0], [0.0, 0.0, 0.0]]"
47,"[[0.0, 1.8535890299936033, 0.0], [1.248626852621608, 1.9715021642091535, 0.0], [0.4787014835625814, 0.0, 0.0]]","[[0.0, 0.9904972190226218, 0.0], [0.8583425728891174, 0.0, 0.0], [0.003343877399676949, 0.16922778206698694, 0.0033318059988832064]]","[[0.005658354866951638, 0.08236945097325811, 0.36941918850713457], [0.0021115213453021253, 0.7787261466431117, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.807728242835534]]","[[0.0, 0.9492428896963067, 0.0], [0.6497071139080715, 1.0262506166560341, 0.0], [0.07991680264594825, 0.0, 0.0]]","[[0.0, 0.8159047473521075, 0.0], [0.7731590812355351, 0.0, 0.0], [0.0, 0.037083893028100376, 0.0]]","[[0.0, 0.021500260591835955, 0.2605505606281718], [0.0, 0.7219098226265327, 0.0], [0.0, 0.0, 0.0]]","[[0.0034200851599664466, 0.028460766477321923, 0.01044938827637704], [0.0, 0.0, 0.0], [0.0, 0.0, 0.7653553112958946]]","[[0.0, 0.7464545423216696, 0.0], [0.6993431112978095, 0.8880538350026879, 0.0], [0.04405093423941222, 0.0, 0.0]]","[[0.0, 0.7296525769859837, 0.0], [0.72174000766222, 0.0, 0.0], [0.0, 0.0033409297649245598, 0.0]]","[[0.0, 0.012445146628625964, 0.23017462421756976], [0.0, 0.6732951761645745, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.7027227993166243]]"
48,"[[0.6669470476957796, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.23881146527603647, 0.0]]","[[0.0, 0.0, 0.0], [0.44042734949681284, 0.0, 0.0], [0.006350663123692329, 0.5559846116884827, 0.0]]","[[0.0, 0.2154450982728585, 0.0], [0.0, 0.0, 0.0], [0.0, 0.3984645456355549, 0.0]]","[[0.7294121184836334, 0.0, 0.0], [0.0, 0.033446197625242244, 0.0], [0.0, 0.0, 0.2507863885417528]]","[[0.6188647568634352, 0.0, 0.012017520111866947], [0.0, 0.0, 0.0], [0.0, 0.1522006605311307, 0.0]]","[[0.0, 0.0, 0.0], [0.44116018417373726, 0.0, 0.0], [0.0, 0.4128910649727336, 0.0]]","[[0.0, 0.10744275025845064, 0.0], [0.0, 0.0, 0.0], [0.0, 0.28639892690103796, 0.0]]","[[0.654754679222536, 0.0, 0.0], [0.0, 0.019852662849233555, 0.0], [0.0, 0.0, 0.21052333938727266]]","[[0.6131541985505382, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0993828895011456, 0.0]]","[[0.0, 0.0, 0.0], [0.37356660522252283, 0.0, 0.0], [0.0, 0.33281920635080786, 0.0]]","[[0.0, 0.08184191849900448, 0.0], [0.0, 0.0, 0.0], [0.0, 0.2513366673374138, 0.0]]","[[0.6114859777090857, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.16654462616358842]]"
49,"[[0.0, 0.0, 0.13653433922129188], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 2.1090993084456455], [0.0, 0.0, 2.8113504612446163]]","[[0.8525423474164021, 0.0, 0.0], [0.0, 0.0, 0.0], [0.043616952040293866, 0.0, 0.05577366361285179]]","[[0.0, 0.8253010279463422, 1.3983091624320905], [0.0, 0.0, 0.0], [0.6588541423622344, 0.0, 0.0]]","[[0.0, 0.0, 0.07628529216257783], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.2781932831887878]]","[[0.7972059316383013, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.025205203197388757]]","[[0.0, 0.675699769936813, 0.9746824303277893], [0.0, 0.0, 0.0], [0.13004444375064153, 0.0, 0.0]]","[[0.0, 0.0, 0.05698560913544465], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.2391602973548018]]","[[0.7302926664586195, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.5943117464911057, 0.8335283386192321], [0.0, 0.0, 0.0], [0.10734538515159282, 0.0, 0.0]]"
50,"[[0.0, 0.0, 0.7497407662991328], [0.013603415162741906, 0.0, 0.0], [0.9291037841993371, 0.0, 0.0]]","[[1.177256170810918, 0.0, 0.0], [0.19885286701029864, 0.0, 0.37027468238236455], [0.0, 0.0, 0.3353454077179582]]","[[0.0, 0.0, 0.0], [0.09378424692919066, 1.0916383386048782, 0.0], [0.0, 0.322984014514541, 0.0]]","[[0.0, 0.0, 0.0], [0.24829131360804618, 0.7677586636502881, 0.0], [0.03177848423256882, 0.0062361411729307935, 0.0]]","[[0.0, 0.0, 0.6255702036018262], [0.0, 0.0, 0.0], [0.7194009024062262, 0.0, 0.0]]","[[0.9280728110818519, 0.0, 0.0], [0.06438226871153803, 0.0, 0.18163672523194857], [0.0, 0.0, 0.17064321951405434]]","[[0.0, 0.0, 0.0029773007660581336], [0.05641634506410921, 0.8889344237996714, 0.0], [0.0, 0.17652821484825545, 0.0]]","[[0.0, 0.0, 0.0], [0.16012075699324968, 0.587334019770443, 0.0], [0.015359629850483392, 0.0, 0.0]]","[[0.0, 0.0, 0.5461527023286992], [0.0, 0.0, 0.0], [0.6474532000513636, 0.0, 0.0]]","[[0.8963647177130342, 0.0, 0.0], [0.03128188304746548, 0.0, 0.16143921755883134], [0.0, 0.0, 0.15110717678035512]]","[[0.0, 0.0, 0.0], [0.01379704565229757, 0.8398152895386797, 0.0], [0.0, 0.14754415897505524, 0.0]]","[[0.0, 0.0, 0.0], [0.13160298210312238, 0.5607035213279238, 0.0], [0.0, 0.0, 0.0]]"
51,"[[0.0, 0.0, 0.0], [0.4380209820383822, 0.0, 1.023247419282138], [0.0, 0.6395272026973823, 0.0]]","[[1.0627999449782017, 0.07705073982010174, 0.019457483803499865], [0.05280618169644436, 0.0, 0.01690875310662441], [0.0, 0.02574355606871176, 0.0]]","[[0.8892543202040581, 0.0, 0.0], [0.14502363453914557, 0.0, 0.0], [0.0, 0.49426953749169766, 0.0]]","[[0.0, 0.0, 0.7136087058521094], [0.0050230883833487505, 0.0, 0.0], [1.1347035455316667, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.35303364031777745, 0.0, 0.7555285529624893], [0.0, 0.24713839030345888, 0.0]]","[[0.858409414014054, 0.034681866325575676, 0.0], [0.0035808157131396825, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8289980174673164, 0.0, 0.0], [0.08857206071142737, 0.0, 0.0], [0.0, 0.3581357792827072, 0.0]]","[[0.0, 0.0, 0.6437425138484236], [0.0, 0.0, 0.0], [0.9578033092719702, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.29389138301818657, 0.0, 0.6927705288679836], [0.0, 0.26020677248475155, 0.0]]","[[0.8353663916032339, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.7712885312371365, 0.0, 0.0], [0.046420073060049874, 0.0, 0.0], [0.0, 0.26537692561952964, 0.0]]","[[0.0, 0.0, 0.6228650403062688], [0.0, 0.0, 0.0], [0.8537245767850804, 0.0, 0.0]]"
52,"[[0.0, 0.0, 0.099112371779277], [0.0, 0.0, 0.3863342417181717], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.42062342696951877], [0.0, 0.7661997400520517, 0.03306971452221671]]","[[0.0, 0.0, 0.0], [0.0, 1.0759112008654883, 0.0], [0.0, 0.17343262575614557, 0.0]]","[[0.0, 0.1560529197798494, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.050458013390939666], [0.0, 0.0, 0.24884326712870247], [0.0, 0.0, 0.0]]","[[0.015731045640936598, 0.0, 0.0], [0.002994305726424072, 0.0, 0.3536356871305651], [0.0, 0.5715966356209573, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.9654070431011934, 0.0], [0.0, 0.07379159640272498, 0.0]]","[[0.0, 0.1190121223076002, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0048543773656520494], [0.0, 0.0, 0.2518339066052866], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.3115544926286449], [0.0, 0.5062931775026331, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.9089575468973795, 0.0], [0.0, 0.0440594971681412, 0.0]]","[[0.0, 0.10571821350706312, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
53,"[[0.0, 0.0, 0.5528395902450707], [0.48588903323253424, 0.8636443110613365, 1.7299823480392857], [0.0, 0.0, 0.0]]","[[0.9431806415037477, 0.0, 0.28558799444131505], [0.08304969228238714, 0.0, 0.008500035825830017], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.27413722362045], [0.0, 0.9044138761332791, 0.0], [0.0, 0.19935104417138308, 0.0]]","[[0.0, 0.0, 0.0], [0.3065705741761132, 0.1252998707216257, 0.0], [0.3420845753821067, 0.010747817103043428, 0.8327427543790104]]","[[0.0, 0.0, 0.0], [0.0956613001976617, 0.16961349913171214, 0.460389528121094], [0.0, 0.0, 0.0]]","[[0.7077200853288432, 0.0, 0.1606441634680593], [0.028016733950790407, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.20486274024948237], [0.0, 0.8120271498585461, 0.0], [0.0, 0.11164358675542162, 0.0]]","[[0.0, 0.0, 0.0], [0.22128472820216114, 0.08677652399105677, 0.0], [0.19179571882783777, 0.0, 0.598380129338652]]","[[0.0, 0.0, 0.0], [0.08146175625070039, 0.18437135356776613, 0.3281914645208953], [0.0, 0.0, 0.0]]","[[0.6777607246796233, 0.0, 0.10519874502778202], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.15747709605637514], [0.0, 0.7449539960784168, 0.0], [0.0, 0.0747914167339383, 0.0]]","[[0.0, 0.0, 0.0], [0.1602341078981208, 0.048833237080045805, 0.0], [0.1513640796470758, 0.0, 0.5508867418669514]]"
54,"[[1.0846097403503616, -0.00018067292076493, 0.0], [-0.0015210595901261638, 0.2581346658263631, 0.0], [0.0, 0.0, 0.0]]","[[0.6645955269448222, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.11431813014461938, 0.0]]","[[0.30125387005051407, 0.0, 0.0], [1.0150133235818735, 0.3226260065853291, 0.8070917932520405], [0.0, 0.9489369522822388, 0.0]]","[[0.0, 0.0, 0.0], [0.07525965822848248, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.9819372967871917, 0.0, 0.0], [0.0, 0.18769214856861421, 0.0], [0.0, 0.0, 0.0]]","[[0.6052999496040573, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.023964037817963146, 0.0]]","[[0.021485565774607376, 0.0, 0.0], [0.803137737060957, 0.14361592658097383, 0.6264628828978188], [0.0, 0.39955221530770296, 0.0]]","[[0.0, 0.0, 0.0], [0.051805443229339755, 0.00814867754117091, 0.0], [0.0, 0.0, 0.0]]","[[0.9095178837924897, 0.0, 0.0], [0.0, 0.15942311079811264, 0.0], [0.0, 0.0, 0.0]]","[[0.5442678803807769, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.036605119019912126, 0.0]]","[[0.0, 0.0, 0.0], [0.7297445028108467, 0.08995384852656603, 0.5841823935146985], [0.0, 0.314309874731942, 0.0]]","[[0.0, 0.0, 0.0], [0.0376017141424115, 0.0, 0.0], [0.0, 0.0, 0.0]]"
