coefficients,di_exact,knn_sqrt,knn_sqrt_2,knn_sqrt_4
"[[['', 'log', ''], ['', '', ''], ['sigm', '', 'log']]]","[[0.0, 0.0, 0.08836266272909805], [1.514437307429817, 0.0, 0.0], [0.0, 0.0, 1.6002854925477212]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.7226863234956035]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.8639737591929978]]","[[0.0, 0.0, 0.0], [0.053570644257061026, 0.0, 0.0], [0.0, 0.0, 0.9923934564046905]]"
"[[['', '', ''], ['sin', '', ''], ['', '', '']]]","[[0.0, 0.33533864224805665, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.25816827175361645, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.26932571886923157, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.2937849703618858, 0.00859647629721141], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
"[[['', '', ''], ['', '', ''], ['', 'sin', '-0.107']]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.3701970511108035], [0.0, 0.0, 0.019481208334408282]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.2767468869531846], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.2968214100912039], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.29770519831655456], [0.0, 0.0, 0.0]]"
"[[['', 'sigm', 'log'], ['', '', ''], ['', 'cos', '0.194']]]","[[0.0, 0.0, 0.0], [0.017592705051890707, 0.0, 0.01208975504978403], [0.25772442101228854, 0.0, 0.019175462064136607]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.18921671687691788, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.1940447372171484, 0.0, 0.0]]","[[0.0, 0.000482082462749193, 0.0], [0.0, 0.008360665067062378, 0.0], [0.21341595752672013, 0.0, 0.0]]"
"[[['', 'sin', ''], ['', '-0.199', 'sin'], ['-0.387', '', 'sin']]]","[[0.0, 0.0, 0.21292527980349982], [0.6423856822877356, 0.04227172405317302, 0.0], [0.0, 0.6414042221641783, 0.6633935960498712]]","[[0.0, 0.0, 0.05865863135006378], [0.3666213331706451, 0.0, 0.0], [0.0, 0.32148631173089687, 0.3250488415119803]]","[[0.0, 0.0, 0.09663769375280287], [0.411911549373055, 0.0, 0.0], [0.0, 0.3622329098657758, 0.3756772323084101]]","[[0.0, 0.0, 0.16407935172405275], [0.41197530248747555, 0.0, 0.0], [0.0, 0.3777493546444902, 0.41816538853205815]]"
"[[['', '', ''], ['', 'sigm', ''], ['-0.007', '', 'log']]]","[[0.0, 0.0, 0.00011632048695254343], [0.0, 0.03415005419690119, 0.0], [0.0, 0.0, 1.602630657329654]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9663216292051008]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.0664115605688798]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.2048913019403118]]"
"[[['', '', ''], ['', 'sin', 'sin'], ['', 'cos', '']]]","[[0.0, 0.0, 0.0], [0.0, 0.3740743991274969, 0.5891249529810699], [0.0, 0.6497470975914822, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.17860400351899589, 0.49162558051737226], [0.0, 0.5000782944228348, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.22961310110447872, 0.5105878473987314], [0.0, 0.5182717538961077, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.3217311031945559, 0.5451202146683879], [0.0, 0.5585277339040996, 0.0]]"
"[[['', '', ''], ['', 'log', ''], ['', '', 'sigm']]]","[[0.0, 0.0, 0.0], [0.0, 1.5827065725252876, 0.0], [0.0, 0.0, 0.021661331079986648]]","[[0.0, 0.0, 0.0], [0.0, 0.963774560819501, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 1.0714916754514283, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 1.1614386293097927, 0.0], [0.0, 0.0, 0.0]]"
"[[['cos', '', 'tanh'], ['', '', 'log'], ['log', '', 'tanh']]]","[[0.008379655514862788, 0.0, 1.5104580597649577], [0.0, 0.0, 0.0], [0.0067120030107385665, 0.5229544147024803, 0.010011543276080205]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.43698858334325835, 0.0]]","[[0.0, 0.0, 0.061626638874123556], [0.0, 0.0, 0.0], [0.0, 0.4535202048055262, 0.0]]","[[0.0, 0.0, 0.21644556191951522], [0.0, 0.01378702553094623, 0.0], [0.0, 0.5440898426012403, 0.0]]"
"[[['', '', ''], ['', '', ''], ['', '', '']]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0008309370804808002, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.03261829564403276, 0.014921899861179288, 0.002406974917083302], [0.053996543377068475, 0.02784438905173511, 0.012466166250734271]]"
