coefficients,di_exact,knn_subset_cor,knn_subset_mi,knn_subset_pc
"[[['', '', 'log'], ['', '', ''], ['', '', '']]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [1.5113778402478806, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.028612172305046684, 0.0], [0.25716649739441216, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.000796909072923927, 0.0], [0.25716649739441216, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.028612172305046684, 0.0], [0.25716649739441216, 0.0, 0.0]]"
"[[['', '0.408', ''], ['', '', ''], ['sigm', '', '']]]","[[0.0, 0.0, 0.04117257358694964], [0.07695899011853222, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.011767900580161954, 0.016879122869007647], [0.060923873572298386, 0.0, 0.0], [0.0, 0.004973415718394627, 0.0]]","[[0.0, 0.011767900580161954, 0.016879122869007647], [0.060923873572298386, 0.0, 0.0], [0.0, 0.004973415718394627, 0.0]]","[[0.0, 0.011767900580161954, 0.016879122869007647], [0.060923873572298386, 0.0, 0.0], [0.0, 0.004973415718394627, 0.0]]"
"[[['', '', ''], ['', '-0.160', ''], ['', '', '']]]","[[0.0, 0.0, 0.0], [0.0, 0.014979512325562123, 0.0], [0.0, 0.0, 0.0]]","[[0.01893510258264735, 0.01167075294680993, 0.0], [0.0, 0.0, 0.0], [0.0, 0.015708256073283272, 0.0]]","[[0.004302681461511133, 0.01167075294680993, 0.0], [0.0, 0.0, 0.0], [0.0, 0.015708256073283272, 0.0]]","[[0.01893510258264735, 0.01167075294680993, 0.0], [0.0, 0.0, 0.0], [0.0, 0.015708256073283272, 0.0]]"
"[[['', '', ''], ['', 'sigm', 'sin'], ['sin', 'cos', '']]]","[[0.0, 0.0, 0.32481967092471314], [0.0, 0.08346777235910964, 0.6079115571387471], [0.0, 0.685161623072732, 0.0]]","[[0.015489227215933132, 0.0, 0.2023676354139126], [0.0, 0.05371555253762956, 0.48564054217053193], [0.0, 0.6645916265759413, 0.0]]","[[0.015489227215933132, 0.0, 0.2023676354139126], [0.0, 0.05371555253762956, 0.48564054217053193], [0.0, 0.6645916265759413, 0.0]]","[[0.015489227215933132, 0.0, 0.2023676354139126], [0.0, 0.05371555253762956, 0.48564054217053193], [0.0, 0.6645916265759413, 0.0]]"
"[[['cos', '**0.181', ''], ['**0.229', '', 'log'], ['', '', '']]]","[[0.21667941124520151, 0.9937219685029843, 0.0], [0.41174803010437033, 0.0, 0.0], [0.0, 1.554387407538935, 0.0]]","[[0.043010973133503, 0.04893719207032377, 0.010134142327918648], [0.0980197796977781, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.043010973133503, 0.04893719207032377, 0.010134142327918648], [0.0980197796977781, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.043010973133503, 0.04893719207032377, 0.010134142327918648], [0.0980197796977781, 0.0, 0.0], [0.0, 0.0, 0.0]]"
"[[['', '', ''], ['log', '', '-0.165'], ['sigm', '', '']]]","[[0.0, 1.5037455457948308, 0.01630425327937252], [0.0, 0.0, 0.0], [0.0, 0.012752093270622782, 0.0]]","[[0.0, 0.22948015950470602, 0.022882092334532856], [0.0, 0.0, 0.0], [0.01151515886008138, 0.0, 0.009384954772775568]]","[[0.0, 0.22948015950470602, 0.022882092334532856], [0.0, 0.0, 0.0], [0.01151515886008138, 0.0, 0.0005929902637359872]]","[[0.0, 0.22948015950470602, 0.022882092334532856], [0.0, 0.0, 0.0], [0.01151515886008138, 0.0, 0.009384954772775568]]"
"[[['', '', ''], ['', '', 'cos'], ['', 'sin', 'cos']]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.5166475174502245], [0.0, 0.4876541329565745, 0.4951136331638438]]","[[0.01240696018082321, 0.0, 0.0], [0.0, 0.0, 0.38891322506717285], [0.0, 0.4289782751897636, 0.4043185255722603]]","[[0.01240696018082321, 0.0, 0.0], [0.0, 0.0, 0.38891322506717285], [0.0, 0.4289782751897636, 0.4043185255722603]]","[[0.01240696018082321, 0.0, 0.0], [0.0, 0.0, 0.38891322506717285], [0.0, 0.4289782751897636, 0.4043185255722603]]"
"[[['', '', ''], ['sigm', 'sin', ''], ['', 'sin', '**0.439']]]","[[0.0, 0.010496658646990082, 0.0], [0.0, 0.02081272495432358, 0.029176280777470715], [0.0, 0.0, 0.0375096891561506]]","[[0.0012809174889459119, 0.009811996649569402, 0.0], [0.013412412030437589, 0.038566221677192807, 0.03905186736262267], [0.0, 0.0, 0.038630410536453705]]","[[0.0012809174889459119, 0.009811996649569402, 0.001988794535595169], [0.013412412030437589, 0.033142529401371974, 0.03905186736262267], [0.0, 0.0, 0.016408556204419625]]","[[0.0012809174889459119, 0.009811996649569402, 0.0], [0.013412412030437589, 0.038566221677192807, 0.03905186736262267], [0.0, 0.0, 0.038630410536453705]]"
"[[['log', '', 'log'], ['', '', ''], ['sigm', 'log', '']]]","[[1.5245291408006665, 0.0, 0.32764480523221323], [0.0, 0.0, 1.5003293164292741], [1.3894760468884269, 0.0, 0.0]]","[[0.7949349433982851, 0.0, 0.05594261596622864], [0.0, 0.0, 0.0], [0.61817228349153, 0.0, 0.0]]","[[0.7949349433982851, 0.0, 0.0], [0.0, 0.0, 0.0], [0.61817228349153, 0.0, 0.0]]","[[0.7949349433982851, 0.0, 0.05594261596622864], [0.0, 0.0, 0.0], [0.61817228349153, 0.0, 0.0]]"
"[[['0.235', '', 'tanh'], ['', '', ''], ['sigm', '', '']]]","[[0.05250721313785071, 0.0, 0.04819887342959421], [0.0, 0.0, 0.0], [0.2178702523162984, 0.0, 0.0]]","[[0.04055735600975405, 0.0, 0.05566838233679112], [0.0, 0.02141726806493679, 0.0], [0.1854434633664711, 0.0, 0.0]]","[[0.04055735600975405, 0.0, 0.05566838233679112], [0.0, 0.02141726806493679, 0.0], [0.1854434633664711, 0.0, 0.0]]","[[0.04055735600975405, 0.0, 0.05566838233679112], [0.0, 0.02141726806493679, 0.0], [0.1854434633664711, 0.0, 0.0]]"
"[[['', '', '**0.887'], ['tanh', 'log', ''], ['sigm', '', 'cos']]]","[[0.0, 0.530278207702689, 0.11623058399045716], [0.0, 1.5337370901714613, 0.0], [0.9512343491372997, 0.0, 0.8142050364491028]]","[[0.0, 0.0, 0.0], [0.0, 0.7811519153209413, 0.0], [0.31616121647836276, 0.0, 0.24496145225447197]]","[[0.0, 0.10556488852566694, 0.025676754132005385], [0.0, 0.8454392939472036, 0.0], [0.4588218857205667, 0.0, 0.31969789372640733]]","[[0.0, 0.0, 0.0], [0.0, 0.7811519153209415, 0.0], [0.31616121647836276, 0.0, 0.244961452254472]]"
"[[['log', '', '**0.851'], ['', '', ''], ['', '', '**0.992']]]","[[1.4041213932614156, 0.0, 0.0], [0.0, 0.0, 0.0], [1.4813744014350467, 0.0, 1.581974100249539]]","[[0.6214414295766433, 0.0, 0.0], [0.0, 0.0, 0.0], [0.7930787327116668, 0.0, 1.0288988881891739]]","[[0.6214414295766433, 0.0, 0.0], [0.0, 0.0, 0.0], [0.7930787327116668, 0.0, 1.0288988881891739]]","[[0.6214414295766433, 0.0, 0.0], [0.0, 0.0, 0.0], [0.7930787327116668, 0.0, 1.0288988881891739]]"
"[[['', '', ''], ['', '', ''], ['', '', 'tanh']]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.6550305948159585]]","[[0.03310683451706379, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.004963979888413759, 0.6345162065712667]]","[[0.03310683451706379, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.004963979888413759, 0.7116455324516973]]","[[0.03310683451706379, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.004963979888413759, 0.6345162065712667]]"
"[[['0.753', '', ''], ['', '', ''], ['', 'tanh', '']]]","[[0.4910656941519776, 0.0, 0.0], [0.0, 0.0, 0.2956022054042713], [0.0, 0.0, 0.0]]","[[0.45300046507323977, 0.03194977941794137, 0.0], [0.0, 0.0, 0.28412508986742946], [0.0, 0.0, 0.0]]","[[0.45300046507323977, 0.03194977941794137, 0.0], [0.0, 0.023609324397865436, 0.28412508986742946], [0.0, 0.0, 0.0]]","[[0.45300046507323977, 0.03194977941794137, 0.0], [0.0, 0.0, 0.28412508986742946], [0.0, 0.0, 0.0]]"
"[[['**0.314', '', ''], ['', '', ''], ['', 'sigm', '']]]","[[0.05660741776642488, 0.0, 0.0], [0.0, 0.0, 0.039332269223568465], [0.0, 0.0, 0.0]]","[[0.06061680703440796, 0.0, 0.0], [0.0, 0.0031286008690383496, 0.06713115641835588], [0.0, 0.0, 0.0]]","[[0.06061680703440796, 0.0, 0.0], [0.0, 0.0031286008690383496, 0.06713115641835588], [0.0, 0.0, 0.0]]","[[0.06061680703440796, 0.0, 0.0], [0.0, 0.0031286008690383496, 0.06713115641835588], [0.0, 0.0, 0.0]]"
"[[['', '**0.915', 'log'], ['', 'sigm', ''], ['', 'log', '**0.317']]]","[[0.0, 0.0, 0.0], [0.30239904299083165, 0.029115102723911497, 0.7931130578218992], [0.5520296526996914, 0.0, 0.1317053390468623]]","[[0.0, 0.0, 0.0], [0.16333466457727058, 0.031673795375911924, 0.39645370605972197], [0.381933554134373, 0.0, 0.0]]","[[0.0, 0.0020591445982498513, 0.0], [0.16333466457727058, 0.03200489592196167, 0.5279745143117129], [0.381933554134373, 0.0, 0.005257583797419939]]","[[0.0, 0.0, 0.0], [0.16333466457727058, 0.031673795375911924, 0.39645370605972197], [0.381933554134373, 0.0, 0.0]]"
"[[['', '', '**0.014'], ['tanh', '', '-0.202'], ['', '', '']]]","[[0.0, 1.1064815929889467, 0.0], [0.0, 0.0, 0.0], [1.4045081654620135, 0.020492678603722576, 0.0]]","[[0.0, 0.6904385342791809, 0.018426506824217485], [0.0, 0.0, 0.0], [0.5366251676013316, 0.0, 0.0]]","[[0.0, 0.7211111276244858, 0.018426506824217485], [0.0, 0.0017781131753064213, 0.0], [0.5366251676013316, 0.0, 0.0]]","[[0.0, 0.6904385342791809, 0.018426506824217485], [0.0, 0.0, 0.0], [0.5366251676013316, 0.0, 0.0]]"
"[[['', '', ''], ['**0.079', '', ''], ['0.139', '', '']]]","[[0.0, 1.237720991599516, 0.004213095940063993], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.5232764933264734, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.5232764933264734, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.5232764933264734, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
"[[['cos', '', ''], ['', '', 'sin'], ['sigm', '', 'tanh']]]","[[0.22599792902945456, 0.0, 0.027122742520851794], [0.0, 0.0, 0.0], [0.0, 0.014000348353355544, 0.015421727017784574]]","[[0.19722509903722757, 0.0, 0.010142197058079044], [0.0, 0.051325353917453506, 0.0], [0.0, 0.0, 0.002732175147095434]]","[[0.24328239259312107, 0.0, 0.010142197058079044], [0.0, 0.051325353917453506, 0.0], [0.004257933208765764, 0.0, 0.002732175147095434]]","[[0.19722509903722757, 0.0, 0.010142197058079044], [0.0, 0.051325353917453506, 0.0], [0.0, 0.0, 0.002732175147095434]]"
"[[['', 'sigm', ''], ['', '0.705', ''], ['', '0.606', 'sin']]]","[[0.0, 0.0, 0.0], [0.06756978185087151, 0.30058062140898173, 0.28465014951488393], [0.0, 0.0, 0.9804270739864105]]","[[0.0, 0.0, 0.0], [0.020392758121714944, 0.20955658127744006, 0.16736524933575256], [0.0, 0.0, 0.7522223187703346]]","[[0.017477723307925606, 0.0, 0.0], [0.06088595555804801, 0.2508382923676296, 0.23225119201193556], [0.0, 0.0, 0.8354285983645138]]","[[0.0, 0.0, 0.0], [0.020392758121714944, 0.20955658127744006, 0.16736524933575256], [0.0, 0.0, 0.7522223187703346]]"
"[[['', '', ''], ['', '', 'log'], ['', '', 'cos']]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 1.1033138415211527, 0.24301512118146565]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.014222085299555945, 0.5575511334838372, 0.17209758247194057]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.014222085299555945, 0.5575511334838372, 0.17209758247194057]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.014222085299555945, 0.5575511334838372, 0.17209758247194057]]"
"[[['', '', ''], ['', '', 'sigm'], ['', '', 'tanh']]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.10535196186473006, 0.6420680397054067]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.07920703533631186, 0.5392268367598753]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.07920703533631186, 0.5609579088129937]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.07920703533631186, 0.5392268367598751]]"
"[[['', '', ''], ['sigm', '', ''], ['tanh', '', 'tanh']]]","[[0.0, 0.037379913986747226, 0.36105722423396674], [0.0, 0.0, 0.0], [0.0, 0.0, 0.8179573052733464]]","[[0.0008633119148015743, 0.0323355422663633, 0.25829384227204394], [0.0025085391595228985, 0.0068346400107435435, 0.0], [0.0, 0.0, 0.6726718891302867]]","[[0.0008633119148015743, 0.0323355422663633, 0.3305476698538937], [0.0025085391595228985, 0.0068346400107435435, 0.0], [0.0, 0.0, 0.7562762682517394]]","[[0.0008633119148015743, 0.0323355422663633, 0.25829384227204394], [0.0025085391595228985, 0.0068346400107435435, 0.0], [0.0, 0.0, 0.6726718891302867]]"
"[[['log', '', ''], ['', '', ''], ['**0.154', 'tanh', '']]]","[[1.5617530335610779, 0.0, 1.3382796599899245], [0.0, 0.0, 0.3295416163110072], [0.0, 0.0, 0.0]]","[[0.9603078759878317, 0.0, 0.4783288691724404], [0.0, 0.0, 0.14797774141728393], [0.0, 0.02416689347886343, 0.0]]","[[1.26764672844655, 0.007236073301686974, 0.4783288691724404], [0.0, 0.0, 0.14797774141728393], [0.0, 0.02416689347886343, 0.0]]","[[0.9603078759878317, 0.0, 0.4783288691724404], [0.0, 0.0, 0.14797774141728393], [0.0, 0.02416689347886343, 0.0]]"
"[[['', '', ''], ['sin', 'sin', ''], ['tanh', '', '']]]","[[0.0, 0.33049879667384746, 0.30528754064217734], [0.0, 0.8581016151207628, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.22813944989444881, 0.26023438574822744], [0.0, 0.712984708741517, 0.0], [0.0, 0.0, 0.0]]","[[0.006606688701047803, 0.28970417447770425, 0.26023438574822744], [0.0, 0.7907200665481399, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.22813944989444881, 0.26023438574822744], [0.0, 0.7129847087415171, 0.0], [0.0, 0.0, 0.0]]"
"[[['', '0.026', 'sigm'], ['', '', ''], ['-0.246', 'sin', '']]]","[[0.0, 0.0, 0.031069051124663676], [-0.00023981527848572297, 0.0, 0.2758843487710674], [0.04698780865286916, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.009969234958675076, 0.21647766402538535], [0.08522112488174605, 0.006626333177620277, 0.0]]","[[0.0, 0.0, 0.0], [0.034190949383593405, 0.009969234958675076, 0.2453817120644942], [0.08522112488174605, 0.006626333177620277, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.009969234958675076, 0.21647766402538535], [0.08522112488174605, 0.006626333177620277, 0.0]]"
"[[['', '', ''], ['sin', '', 'sigm'], ['', '', '']]]","[[0.0, 0.3194599204828701, 0.0], [0.0, 0.0, 0.0], [0.0, 0.03790402382100338, 0.0]]","[[0.0, 0.29045043090030437, 0.0], [0.0, 0.0, 0.0], [0.0, 0.012929718217135502, 0.0]]","[[0.0, 0.2687903702082157, 0.0], [0.0, 0.0, 0.0], [0.0, 0.012929718217135502, 0.0]]","[[0.0, 0.29045043090030437, 0.0], [0.0, 0.0, 0.0], [0.0, 0.012929718217135502, 0.0]]"
"[[['cos', 'log', ''], ['**0.173', '', '0.587'], ['tanh', '', '']]]","[[0.534523945530924, 0.9551828711780401, 0.7589963161014968], [1.035292046487939, 0.0, 0.0], [0.0, 0.4192200184310138, 0.0]]","[[0.2559503730271279, 0.29677272312275393, 0.4612857672805558], [0.33412124643368357, 0.0, 0.0], [0.0, 0.14208029996540497, 0.0]]","[[0.30984029235890326, 0.29677272312275393, 0.5269163995616355], [0.495201922773834, 0.0, 0.0], [0.0, 0.14208029996540497, 0.0]]","[[0.2559503730271279, 0.29677272312275393, 0.4612857672805558], [0.33412124643368357, 0.0, 0.0], [0.0, 0.14208029996540497, 0.0]]"
"[[['', '', ''], ['cos', '', 'sin'], ['', '', '']]]","[[0.0, 0.016741674051308948, 0.0], [0.0, 0.0, 0.0], [0.0, 0.35264585502232293, 0.0]]","[[0.0, 0.0, 0.010360746454784122], [0.0, 0.0, 0.0], [0.0, 0.308998190001494, 0.0]]","[[0.0, 0.0, 0.010360746454784122], [0.0, 0.0, 0.0], [0.0, 0.308998190001494, 0.0]]","[[0.0, 0.0, 0.010360746454784122], [0.0, 0.0, 0.0], [0.0, 0.308998190001494, 0.0]]"
"[[['', 'cos', ''], ['', '', ''], ['', '', '']]]","[[0.0, 0.0, 0.0], [0.007684030643828561, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.014102578667961746, 0.0, 0.0], [0.010015374622588296, 0.007449510010353552, 0.021368562615473475]]","[[0.0, 0.029988956208946805, 0.0], [0.014102578667961746, 0.0, 0.0], [0.010015374622588296, 0.007449510010353552, 0.021368562615473475]]","[[0.0, 0.0, 0.0], [0.014102578667961746, 0.0, 0.0], [0.010015374622588296, 0.007449510010353552, 0.021368562615473475]]"
"[[['', '-0.361', ''], ['-0.508', '', ''], ['', '', '']]]","[[0.0, 0.11982064679437218, 0.0], [0.06539031369806421, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0026648221429527046, 0.14064360330901626, 0.017998100437150288], [0.06451416181820854, 0.0, 0.02352978761136736], [0.004790467934336122, 0.0, 0.0]]","[[0.0026648221429527046, 0.14064360330901626, 0.017998100437150288], [0.06451416181820854, 0.0, 0.02352978761136736], [0.004790467934336122, 0.0, 0.0]]","[[0.0026648221429527046, 0.14064360330901626, 0.017998100437150288], [0.06451416181820854, 0.0, 0.02352978761136736], [0.004790467934336122, 0.0, 0.0]]"
"[[['log', '', ''], ['', '', ''], ['cos', '', '']]]","[[1.5286615922573645, 0.0, 0.9166372467321332], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.9147318848047782, 0.0, 0.5888073603030213], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.9147318848047782, 0.0, 0.5888073603030213], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.9147318848047782, 0.0, 0.5888073603030213], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
