coefficients,di_exact,knn_sqrt,knn_sqrt_2,knn_sqrt_4
"[[[-0.5500680321834758, 0.0, -0.7982101707420421], [0.0, 0.0, -0.32808329265567954], [0.0, 0.0, -0.41773081819505703]]]","[[0.2887786706897088, 0.0, 0.0], [0.0, 0.0, 0.0], [0.26071750836612273, 0.06705384697397511, 0.08356692125732701]]","[[0.18572441145609644, 0.0, 0.0], [0.0, 0.0, 0.0], [0.16237300358849296, 0.01798698926531773, 0.03569029268873141]]","[[0.22775543125265138, 0.0, 0.0], [0.0, 0.0, 0.0], [0.1937944230882001, 0.027763538963965603, 0.030040257716009423]]","[[0.2348458190173283, 0.0, 0.0], [0.007362297693238, 0.0, 0.0020054242104132875], [0.20497240995834334, 0.022525114740625254, 0.026747053710729777]]"
"[[[0.16993810395290204, -1.0104852229366608, 0.0], [0.0, 0.0, 0.0], [0.0, -0.3133299209150826, 0.8688171594605891]]]","[[0.026711571488517948, 0.0, 0.0], [0.3525930948318763, 0.0, 0.059498245831113336], [0.0, 0.0, 0.7269431086371145]]","[[0.0, 0.0, 0.0], [0.21118687726515314, 0.0, 0.0], [0.0, 0.0, 0.6125309085965073]]","[[0.0, 0.0, 0.0], [0.26867082874404835, 0.0, 0.0027104965215532613], [0.0, 0.0, 0.6293424653796148]]","[[0.0, 0.0, 0.0], [0.31316380387703846, 0.0, 0.014957417724445322], [0.0, 0.0017248690993378049, 0.7004629872337907]]"
"[[[0.0, 0.0, -0.3957332025790572], [0.0, 0.0, 0.0], [-0.4587690297215319, 0.0, 0.0]]]","[[0.0, 0.0, 0.11780460653902744], [0.0, 0.0, 0.0], [0.0527116519579854, 0.0, 0.0]]","[[0.0, 0.0, 0.04505376143671225], [0.0, 0.0, 0.0], [0.003296836717750359, 0.0, 0.0]]","[[0.0, 0.0, 0.08795813716628414], [0.0, 0.0, 0.0], [0.04659614814801447, 0.0, 0.0]]","[[0.044881603312618194, 0.06910827793499857, 0.1486343935421449], [0.02144474759739925, 0.019108438200763786, 0.054039944358484186], [0.10495370118161458, 0.0017795885848065868, 0.0335200784577683]]"
"[[[-0.15555378208860604, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]]","[[0.0069232125688955684, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.016616646477003692, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.03600173547623399, 0.009402342877356378, 0.0], [0.01477776958758215, 0.0, 0.0], [0.024513550560456322, 0.01792596877407318, 0.0]]"
"[[[-0.8521219162020587, 2.5087690584434132, 0.0], [0.0, 0.0, 0.647787914430185], [0.0, 0.0, 0.0]]]","[[1.587234319811217, 0.0, 0.0], [1.1103433019433822, 0.0, 0.0], [0.0, 0.18807310632692498, 0.0]]","[[0.8860215834134317, 0.0, 0.0], [0.42117710893409677, 0.0, 0.0], [0.0, 0.0715077002342343, 0.0]]","[[1.0605934779488206, 0.0, 0.0], [0.5781685600833041, 0.0, 0.0], [0.0, 0.12736216249867835, 0.0]]","[[1.202371613392516, 0.0, 0.0], [0.7020375643396289, 0.0, 0.0], [0.0, 0.15773694833875826, 0.0]]"
"[[[0.3951737274200521, 0.0, 0.4138847856077638], [-0.2278252952478834, 0.0, 0.0], [0.0, 0.0, 0.0]]]","[[0.08205436888258316, 0.03369709224031271, 0.0], [0.0, 0.0, 0.0], [0.06558258077957194, 0.0, 0.0]]","[[0.04844638464146771, 0.0029881603285231355, 0.0], [0.0, 0.0, 0.0], [0.009420767251834987, 0.0, 0.0]]","[[0.050488572994335706, 0.01649105186241561, 0.0], [0.0, 0.0, 0.0], [0.022916360637651737, 0.0, 0.0]]","[[0.041866859826052594, 0.02877209994084177, 0.0], [0.0, 0.0, 0.0], [0.04550712780011854, 0.016105791174782304, 0.0]]"
"[[[0.0, 0.0, 1.418191963520753], [0.0, -0.8922695226432354, 0.0], [0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0], [0.0, 0.832611856316452, 0.0], [0.5256586814755373, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.7302305285359801, 0.0], [0.29206715942692857, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.7281989042704604, 0.0], [0.3306327510742099, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.7474196891971107, 0.0], [0.39437801628197183, 0.0, 0.0]]"
"[[[0.0, 0.0, 1.4279972749474514], [0.7922796534484693, 0.0, 0.3420895304871366], [0.0, 0.39517171066078566, 0.0]]]","[[0.0, 0.6550700360110415, 0.0], [0.0, 0.0, 0.19871313847834327], [0.7056786310320391, 0.07825128296675865, 0.0]]","[[0.0, 0.528407117951051, 0.0], [0.0, 0.0, 0.1252360865763892], [0.4394532248304645, 0.0, 0.0]]","[[0.0, 0.581236831995989, 0.0], [0.0, 0.0, 0.15661129428962559], [0.5283399201920992, 0.018347237311498264, 0.0]]","[[0.0, 0.6387809516581344, 0.007364904953326945], [0.0, 0.0, 0.1624433888052747], [0.6397739759192784, 0.07120066754671463, 0.0]]"
"[[[0.0, 0.8907615623888103, 0.2481277539471491], [0.0, 0.0, 0.0], [0.9349042184510642, 0.0, 0.42719592943821244]]]","[[0.0, 0.0, 0.47799978730117104], [0.28474438982469147, 0.0, 0.0], [0.12352766881135359, 0.0, 0.24741894510186793]]","[[0.0, 0.0, 0.36527042920855973], [0.17212060093423504, 0.0, 0.0], [0.019971953881869696, 0.0, 0.1633485815393979]]","[[0.0, 0.0, 0.4161505129606457], [0.21429212340797604, 0.0, 0.0], [0.0518939377259681, 0.0, 0.1993213776510523]]","[[0.0, 0.0, 0.43180917537385205], [0.23228110487287007, 0.0, 0.0], [0.08104771479801096, 0.0, 0.19844310033478482]]"
"[[[0.4535322798227192, -0.14333165886969498, 0.0], [0.0, 0.0, 0.5068768309591832], [0.0, 0.0, 0.0]]]","[[0.11630108837302178, 0.0, 0.0], [0.013402477716554817, 0.0, 0.0], [0.0, 0.09546558543052051, 0.0]]","[[0.07555579660562169, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.059756424096929724, 0.0]]","[[0.083158159310193, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.04342074205098779, 0.0]]","[[0.10729570917284185, 0.02423067896801104, 0.0], [0.0, 0.0, 0.0], [0.0, 0.06212335886407394, 0.0]]"
"[[[0.0, 0.34218520184189305, 0.0], [0.8203019590349363, -0.37891285957337373, 0.0], [0.0, 0.0, 0.0]]]","[[0.0, 0.32942938454625786, 0.0], [0.15682294860658288, 0.17295594321791652, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.2365253073907981, 0.0], [0.08191181252331645, 0.09128009742987789, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.27156283373255674, 0.0], [0.09398719735314703, 0.1163155893038202, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.29100349684678184, 0.006479211075576824], [0.06914448221678393, 0.1220694750464734, 0.0], [0.0, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.12181947125998784], [0.0, 0.0, 0.0], [-0.9302296959853952, -0.3605687395445313, 0.0]]]","[[0.0, 0.0, 0.3282140503465613], [0.0, 0.0, 0.062075045803354184], [0.016200492398959446, 0.0, 0.0]]","[[0.0, 0.0, 0.24425208575081048], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 3.0080424565552782e-05, 0.2972649455975797], [0.0, 0.0, 0.02656686319732317], [0.0014547396196202976, 0.0, 0.0]]","[[0.0, 0.015986884514825397, 0.31737797735902445], [0.03291480993762804, 0.047887162462419954, 0.05446557788356886], [0.010454681000318381, 0.01887656490529295, 0.0]]"
"[[[-0.21970334377702583, 0.46930523213246966, 0.0], [0.0, 0.0, 0.0], [0.7438445246624298, 1.2471515442425982, 0.0]]]","[[0.025949114192222712, 0.0, 0.2771393581153454], [0.08293987375492327, 0.0, 0.4657810123901108], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.13768470643741706], [0.015431305041241393, 0.0, 0.29976559097641253], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.15336672535758256], [0.00530489590057022, 0.0, 0.33572387139755977], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.18585291702805415], [0.027361014374728636, 0.0, 0.3885257482933294], [0.0, 0.0, 0.0]]"
"[[[0.6393130550495739, 0.0, -1.065485522573337], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]]","[[0.4639279739147999, 0.0, 0.0], [0.0, 0.0, 0.0], [0.38337395965953314, 0.0, 0.0]]","[[0.3423970988406274, 0.0, 0.0], [0.0, 0.0, 0.0], [0.26315465525144005, 0.0, 0.0]]","[[0.3936627314213034, 0.0, 0.0], [0.0, 0.0, 0.0], [0.3229990857526897, 0.005051608673434604, 0.0]]","[[0.4193864062748532, 0.0, 0.008661466343776496], [0.0, 0.010765671697167897, 0.0], [0.3938619012276305, 0.05666605908261228, 0.010957510429178124]]"
"[[[0.0, 0.0, 2.0187547126081165], [0.0, 0.0, 0.0], [0.0, 0.0, -0.17224105388327052]]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.8426735693088142, 0.0, 0.013291590437041504]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.5450704662095096, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.6373783368095954, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0030513270279176894, 0.0], [0.700384406180955, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0], [0.0, 0.0, 0.7035515179717949], [-0.2160978203282402, 0.0, -0.7372122338831049]]]","[[0.0, 0.0, 0.02361957135990706], [0.0, 0.0, 0.0], [0.0, 0.39465979779503935, 0.4090134338093532]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.2546693344953003, 0.2514672508423646]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.28080758108763115, 0.25031807023094443]]","[[0.0, 0.0, 0.0035704504874650737], [0.02236669304392262, 0.022721783092277716, 0.005537228618035385], [0.0, 0.3208650941072196, 0.28134508011908005]]"
"[[[0.0, 0.0, 0.0], [0.0, 0.0, 0.4330586119985924], [0.777749425089658, 0.18070128409649858, 0.0]]]","[[0.0, 0.0, 0.2313055230034601], [0.0, 0.0, 0.016947177619514805], [0.0, 0.13631141196259813, 0.0]]","[[0.0, 0.0, 0.14689775308397837], [0.0, 0.0, 0.0], [0.0, 0.10782393118986153, 0.0]]","[[0.0, 0.0, 0.17107955910662379], [0.0, 0.0, 0.0], [0.0, 0.12060945843903272, 0.0]]","[[0.007557743836305296, 0.0, 0.18639997336749764], [0.0, 0.0, 0.0014144357298487647], [0.0, 0.12405195102619855, 0.0]]"
"[[[0.0, 0.0, 0.0], [0.700445670309489, 0.0, -0.8181929590285147], [0.7451261946986772, 0.25326674462518034, 0.0]]]","[[0.0, 0.1738483015613252, 0.21056820634776818], [0.0, 0.0, 0.06347524693552584], [0.0, 0.3672588861771072, 0.0]]","[[0.0, 0.100854782068243, 0.11949026254720088], [0.0, 0.0, 0.0], [0.0, 0.29028232881058114, 0.0]]","[[0.0, 0.12232958930739848, 0.14290664748984594], [0.0, 0.0, 0.031096590376970122], [0.0, 0.32110835214966255, 0.0]]","[[0.012543392827820358, 0.17146515873593454, 0.20188515133807378], [0.004337697357194298, 0.0, 0.06073237864955631], [0.0, 0.33206422854223794, 0.0]]"
"[[[-0.11861250781722292, 0.0, 0.0], [0.0, 0.0, -0.12914779773835122], [0.0, 0.0, 0.0]]]","[[0.005470008538930152, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.008409734654714226, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.014290244990954916, 0.0, 0.009432008262705968], [0.006414771523161027, 0.0, 0.0], [0.0, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0], [0.0, 0.39228079047578457, -0.5215275274858063], [0.0, 0.0, -0.14861150024237232]]]","[[0.0, 0.0, 0.0], [0.0, 0.10515735933623366, 0.0], [0.0, 0.12273754283812846, 0.018027130726359086]]","[[0.0, 0.0, 0.0], [0.0, 0.05393823977290504, 0.0], [0.0, 0.07106384831841579, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.08627003386375066, 0.0], [0.0, 0.10155675849471027, 0.0]]","[[0.011161014143268859, 0.008152649849210972, 0.008811096505524307], [0.005694429173308993, 0.0857279630539952, 0.0], [0.04052488943320509, 0.12054935923367549, 0.020319501408506125]]"
"[[[-0.12764942061799536, 0.0, 0.0], [-2.1876605304525976, 0.0, 0.0], [0.0, 0.0, 0.0]]]","[[0.01165592948882414, 0.8689952582042648, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.5194809630847507, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.6310503101895659, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.001092428469236339, 0.7164037369361016, 0.0], [0.004948065833927956, 0.0, 0.017182384694066095], [0.0, 0.0, 0.0]]"
"[[[0.0, -1.141360306074296, 0.0], [0.0, 0.18466559906804025, 0.5266118510583606], [-1.1757611621297825, 0.0, -0.2878795245531311]]]","[[0.0, 0.0, 1.1537281445325913], [0.8839066363544781, 0.05567150930131219, 0.0], [0.0, 0.7088692051789802, 0.30046005758242156]]","[[0.0, 0.0, 0.7756079154578809], [0.5080779971789302, 0.0, 0.0], [0.0, 0.4677201536061508, 0.004399066416370237]]","[[0.0, 0.0, 0.8986593458873438], [0.6011594589177918, 0.0, 0.0], [0.0, 0.5381024944812035, 0.099989959733543]]","[[0.0, 0.0, 0.9969418210671268], [0.6942930701900738, 0.0, 0.0], [0.0, 0.5588412086894744, 0.1683014425269922]]"
"[[[-0.23469567948089648, 0.0, 0.0], [0.0, 0.0, -1.006489149767197], [0.0, 0.0, 0.4187188606296166]]]","[[0.02172813355861482, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.33778764989595766, 0.07108598494033917]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.2109957129924338, 0.001715940374219725]]","[[0.01652330967355261, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.22016796035652436, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.21080440906419382, 0.019481085703349527]]"
"[[[0.0, 0.0, 0.0], [-0.9099873885196451, 0.48454647052465777, 0.0], [0.0, 0.0, 0.0]]]","[[0.0, 0.28658705210551266, 0.0], [0.0, 0.2718354414174261, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.20868520626694634, 0.0], [0.0, 0.1937639663396272, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.2371535363245571, 0.0], [0.0, 0.2116691147509159, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.2420862572352971, 0.0], [0.0, 0.2425736447629307, 0.0], [0.0, 0.0, 0.0]]"
"[[[0.0, -0.39178654282020586, 0.0], [0.0, -0.39402719601436037, 0.0], [0.0, 1.2212138104828245, 0.0]]]","[[0.0, 0.0, 0.0], [0.09540727157550609, 0.07401906778832404, 0.5024714413760684], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.019433836263375897, 0.01565013919968944, 0.3239446285783666], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.04524191737261905, 0.05125513202079556, 0.3752736859321384], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.015170317520601976, 0.030192872106144023, 0.39823605133921897], [0.0, 0.007130050388560147, 0.0]]"
"[[[0.0, 0.0, 0.0], [0.0, 0.2394950500080446, 1.2951758223645218], [0.0, 0.0, 0.6670347318612303]]]","[[0.0, 0.0, 0.0], [0.0, 0.15481097578197592, 0.0], [0.0, 0.7538266782028943, 0.28132541020284396]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.42706984628841327, 0.12458451135175048]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.47992457337461425, 0.14690430923346637]]","[[0.009077551639154677, 0.0, 0.0013632873711876292], [0.012962462594507123, 0.0567826680719059, 0.0], [0.0057690045192943075, 0.5376093597493362, 0.19366300573558493]]"
"[[[0.7389251049859803, 0.0, -0.8263254189191632], [0.0, 0.39037788376347626, 0.502363269434013], [0.0, 0.0, 0.0]]]","[[0.5440664982574799, 0.0, 0.0], [0.0, 0.11667858626152731, 0.0], [0.22989056463282714, 0.10689945106297871, 0.0]]","[[0.41930562878864513, 0.0, 0.0], [0.0, 0.04812320010622413, 0.0], [0.13077617837132113, 0.04794134177842692, 0.0]]","[[0.45607598579648084, 0.0, 0.0], [0.0, 0.07970926315256774, 0.0], [0.17784691515383086, 0.05925569270383741, 0.0]]","[[0.4460083700129289, 0.005102283145671226, 0.0], [0.0, 0.11155554310981632, 0.0], [0.16755292967498184, 0.08536228042011264, 0.0]]"
"[[[0.0, 0.0, 0.0], [0.0, -0.40125504717712357, 0.0], [0.916669793187024, 1.411676744134812, 0.0]]]","[[0.0, 0.0, 0.3321266138807484], [0.0, 0.08589683369794361, 0.6636200431856457], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.1392969420130414], [0.0, 0.03525198439606022, 0.3977506190989756], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.22278414949851671], [0.002157303993451111, 0.062211701244659995, 0.5047565772245128], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.238503009078576], [0.013952990161891584, 0.07720960571692666, 0.5359779198386078], [0.0, 0.0, 0.0]]"
"[[[0.0, 1.6079504853081583, 0.0], [0.0, 0.0, -0.38515101632304916], [0.0, -0.44067273252622174, 0.0]]]","[[0.0, 0.0, 0.0], [0.7869659326719587, 0.0, 0.10727514721635605], [0.0, 0.11496372578295086, 0.0]]","[[0.0, 0.0, 0.0], [0.5593450151170802, 0.0, 0.04790322552098977], [0.0, 0.05999362269721771, 0.0]]","[[0.0, 0.0, 0.0], [0.6513654081236829, 0.0, 0.05687184010143046], [0.0, 0.07239956577914808, 0.0]]","[[0.0, 0.0, 0.0], [0.6652653970432693, 0.0, 0.035727491451478896], [0.0, 0.09916897864905912, 0.0]]"
"[[[0.4253269788781325, 0.0, 1.9223820020016398], [0.16794474112250632, 0.0, 0.5072301854368264], [0.0, 0.0, 0.0]]]","[[0.3402080814799376, 0.05259126450483985, 0.0], [0.0, 0.0, 0.0], [0.753237611584163, 0.1221301193219312, 0.0]]","[[0.029706323686638853, 0.0, 0.0], [0.0, 0.0, 0.0], [0.4524171125212858, 0.04817250154579322, 0.0]]","[[0.08609643547688546, 0.0, 0.0], [0.0, 0.0, 0.0], [0.5290655786946121, 0.05696543451308611, 0.0]]","[[0.15007311652227848, 0.0, 0.0], [0.0, 0.0, 0.0], [0.630564679196221, 0.08235212253357727, 0.0]]"
