coefficients,di_exact,kde,knn_sqrt,knn_sqrt_2,knn_sqrt_4
"[[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, -0.8142895570307657, 0.0, -0.5125883796904114], [0.0, 0.0, 0.0, -0.43402223916081, 1.1003021977893557], [0.0, 0.0, -0.3455628205680774, -0.3799383347166928, -1.3908905394672137], [0.0, 0.0, 0.0, 0.0, -0.22700065739641587]]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.532806401948606, 0.0, 0.12579316891692274, 0.0], [0.0, 0.0, 0.27611292065212995, 0.21984889679376482, 0.0], [0.0, 0.11556942871384722, 0.4408374555506126, 0.5619615319939513, 0.032274038891272255]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.3277334700486139, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0633906689020396, 0.04840588478838149, 0.0], [0.0, 0.012198952814615187, 0.19823150646875276, 0.26026869840132166, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.34352922419635434, 0.0, 0.0, 0.0], [0.0, 0.0, 0.07435676251437705, 0.04427495797630848, 0.0], [0.0, 0.016395682819468876, 0.24178635293023326, 0.30390699532097837, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.40997188212156244, 0.0, 0.021290493566545297, 0.0], [0.0, 0.0, 0.10595388541629415, 0.07110772298678031, 0.0], [0.0, 0.06195788887744384, 0.30349054873781456, 0.36082444308140327, 0.00712627316826286]]"
"[[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.12222253861184228, -1.2693074205287211, 0.19021804859778108], [0.0, 0.2573652093687551, 0.0, 0.4404166110461053, 0.0], [0.0, 0.0, 0.0, -1.4202969658900608, 0.0]]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.034697237977635964, 0.0], [0.0, 0.0, 0.02945086794083273, 0.0, 0.0], [0.0, 0.0, 0.588284864029856, 0.1252405051017469, 0.6592036575868545], [0.0, 0.0, 0.05519257443679326, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.31306731930391035, 0.04516842384861639, 0.3477476269365031], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.006709606991785518, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.3655101368474398, 0.06107611520063261, 0.39860355023635624], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.002857126462357801, 0.0, 0.0, 0.03234228641300002, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.39682951042253173, 0.058390972853228564, 0.45530844187069996], [0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[[0.13703103398019417, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.2721560410716673, 0.0, 0.0], [0.0, 0.79403700080578, 0.0, 0.0, -2.199170667225664], [0.0, 0.0, 0.0, 0.0, -0.2740662613945956], [0.0, 0.33063720508851047, 0.0, -0.5454259221980058, 0.0]]]","[[0.007935421149863764, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.35965992613759074, 0.0, 0.08814313959446662], [0.0, 0.2927392449400052, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.13806825038278597], [0.0, 0.0, 1.0867224613271211, 0.04081282702095922, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.03955437520739887, 0.0, 0.026544836542558865], [0.0, 0.18217291960275175, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.045175221682234895], [0.0, 0.0, 0.5147418130940393, 0.01157178678814327, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.03973315566878266, 0.0, 0.021212586873149072], [0.0, 0.1891053113091422, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.05314613114140479], [0.0, 0.0, 0.6136095810758526, 0.015958554263025372, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.09951304628092342, 0.0, 0.04800819378872001], [0.0, 0.20934114729977274, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.09311051867424636], [0.0, 0.0, 0.7020729375621149, 0.004795885313170546, 0.0]]"
"[[[0.0, -0.8275108105763529, 0.0, -0.12323237882253028, -1.4557605670210598], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.7404963827767695, 0.0, 0.5433600080873516, 0.10536865048576431], [0.0, 0.2485313975121921, 0.0, 0.6573553843102243, -1.0046974743600832], [0.0, 0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.2753252143801273, 0.0, 0.19701920574799187, 0.03490864124011541, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.04110200733094588, 0.0, 0.39573292449336145, 0.5211165836886528, 0.0], [0.5685088591514864, 0.0, 0.004333579826632969, 0.3405801488560791, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.07035861559543764, 0.0, 0.0765531648104949, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.1574664248067045, 0.21429550371351352, 0.0], [0.24828337462901132, 0.0, 0.0, 0.14689122482978023, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.09488140118978727, 0.0, 0.10521820281871885, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.17346093372182889, 0.23562008690313696, 0.0], [0.29946106891773644, 0.0, 0.0, 0.17801797240279543, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.1457840176419055, 0.0, 0.11251875392716928, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.15706959750856544, 0.2489702780261624, 0.0], [0.35253399621899423, 0.0, 0.0, 0.2117778086573583, 0.0]]"
"[[[0.0, -1.3441331591586407, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.2697316655132006, -0.49625312750153217, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, -1.9961064814857585, 0.4796462287772506, 0.0]]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.5124386417577226, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.039625499572735964, 0.0, 0.8679384757166015], [0.0, 0.0, 0.10790039447805948, 0.0, 0.08541429173608518], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.2512984203257326, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.4246788332992718], [0.0, 0.0, 0.03482439264834115, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.29620296459334755, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.4932949516985958], [0.0, 0.0, 0.0632086466419397, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.34235267277049697, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0010085967522943256, 0.0, 0.5603659457703581], [0.0, 0.0, 0.0793408628118004, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[[-0.7993563950660443, 0.0, 0.37115669725524564, -0.5704788454269886, 0.0], [-1.4264257718481752, 0.5613015180449993, 0.0, 0.0, -1.3796299326749761], [-1.2944504363293432, 0.0, 0.0, 0.6242277878559637, -1.1918511723487595], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.1961704947987988, 0.0, 0.0]]]","[[0.5942443560270526, 1.1061565834055636, 1.0053970713705098, 0.0, 0.0], [0.0, 0.7835736024698526, 0.0, 0.0, 0.0], [0.48370099367184916, 0.0, 0.0, 0.0, 0.17417601983226977], [0.15202201352550898, 0.0, 0.16068081400099513, 0.0, 0.0], [0.0, 0.7307007360426637, 0.5686001370528415, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.25830828331269307, 0.3690028394826653, 0.3910298843510694, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.05889200532689117, 0.0, 0.0, 0.0, 0.006916567886642431], [0.01070634757250064, 0.0, 0.0, 0.0, 0.0], [0.0, 0.15059989329980206, 0.11974279477651607, 0.0, 0.0]]","[[0.3049902329414084, 0.4630814853718214, 0.4696693530750828, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.09343921293256519, 0.0, 0.0, 0.0, 0.015211802516323215], [0.0344160033344381, 0.0, 0.0, 0.0, 0.0], [0.0, 0.23113568334953608, 0.17887898826434834, 0.0, 0.0]]","[[0.33079171968381016, 0.5212788150612357, 0.5415088978867858, 0.0, 0.0], [0.0, 0.0420585266944795, 0.0, 0.0, 0.0], [0.11347160168341115, 0.0, 0.0, 0.0, 0.007568792040996351], [0.04423201091719429, 0.0, 0.0, 0.0, 0.0], [0.0, 0.3157629825478333, 0.2470885188568391, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [1.1537023647840656, 0.0, 0.8083532934436126, 0.534256727821477, 0.0], [0.0, 0.0, 0.43017842764319014, 0.0, 0.0]]]","[[0.0, 0.0, 0.0, 0.42288503856978493, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.2554911354531932, 0.08083599387826643], [0.0, 0.0, 0.0, 0.3927415476614125, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.21752873284102683, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.07987340813922514, 0.019790762273435108], [0.0, 0.0, 0.0, 0.18727724777653554, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.25686473258719644, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.12171385128855151, 0.044153227591674636], [0.0, 0.0, 0.0, 0.24138459478969584, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.29136070631288674, 0.0], [0.0021126246487752063, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.18408883904243575, 0.0876606604689744], [0.0, 0.0, 0.0, 0.277791958628077, 0.012601319870526527], [0.0, 0.0, 0.002227487355861065, 0.0, 0.0015190703127839517]]"
"[[[0.0, 0.0, -1.1272664560689634, 0.0, 0.0], [1.2704862668363728, 0.0, 0.5077954566495688, -1.2346237514865857, 0.0], [0.0, 0.20652241836491003, 0.6725876034164039, 0.0, 1.2239211225962974], [0.0, 0.0, -0.2104825243460971, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]]","[[0.0, 1.2389687317896452, 0.0, 0.0, 0.0], [0.0, 0.0, 0.15147359124909762, 0.0, 0.0], [0.9668943429029928, 0.3803117354706606, 0.5360811130260097, 0.07282927933840713, 0.0], [0.0, 0.4929626267082209, 0.0, 0.0, 0.0], [0.0, 0.0, 0.4522541432939107, 0.0, 0.0]]","[[0.0, 0.04580918277141902, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.001869513915769268, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.5563914458824955, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.5387979804935447, 0.0, 0.1653436674848609, 0.001261764266777645, 0.0], [0.0, 0.03683853629979053, 0.0, 0.0, 0.0], [0.0, 0.0, 0.12927802708580907, 0.0, 0.0]]","[[0.0, 0.623377592734572, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.6078202020555545, 0.005767910265802061, 0.2014213914192759, 0.0, 0.0], [0.0, 0.09686371019272362, 0.0, 0.0, 0.0], [0.0, 0.0, 0.16806110247028308, 0.0, 0.0]]","[[0.0, 0.6844609467440258, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.6559409686851203, 0.0609368175105289, 0.23135229550687642, 0.0044437072142441605, 0.0], [0.0, 0.1729787437967978, 0.0, 0.0, 0.0], [0.0, 0.0, 0.22941594356930217, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.9922270506867477, 0.0, -0.1613984355934447], [0.0, 0.0, 1.6277445352040245, 0.0, 0.0], [0.0, -0.17364207231506945, 0.0, 0.0, 0.0], [0.0, 0.49886868653173444, 0.0, -0.10056793517182269, 0.5236191735621247], [0.0, 0.0, -0.12903871108328316, 0.0, 0.0]]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.05682178075780596, 0.3568112523425536, 0.0], [0.3886514940691159, 0.7278990033212468, 0.0, 0.0, 0.011705959236363982], [0.0, 0.0, 0.0, 0.011650655228470766, 0.0], [0.008305065262556114, 0.0, 0.0, 0.12739209017664066, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.13912301540060798, 0.0], [0.22135556851270255, 0.3878597936086699, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.030845269582239907, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.007580134254783751, 0.1571663192126035, 0.0], [0.2536881664426593, 0.4366807671824018, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.03075820741670708, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.014449173400240859, 0.14908380097991392, 0.0], [0.27988889630631325, 0.4790123753834878, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.05402275865626182, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.1605990113629046, 0.0], [0.0, 0.0, 0.0, 0.744056064146565, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [-0.7523795157761074, 0.0, 0.0, 2.1744971257384718, 0.5237552057189838]]]","[[0.0, 0.0, 0.0, 0.0, 0.21436379897826954], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.4195670761924692, 0.23811919191989422, 0.0, 0.8639968434549649], [0.0, 0.0, 0.0, 0.0, 0.5610101057710376]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.2293082326915826, 0.13418614110598984, 0.0, 0.3709067590738248], [0.0, 0.0, 0.0, 0.0, 0.038843727575522874]]","[[0.0, 0.0, 0.0, 0.0, 0.024972224820795336], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.2678046229311732, 0.14825215750603038, 0.0, 0.4610590815706546], [0.0, 0.0, 0.0, 0.0, 0.0851759859475445]]","[[0.0, 0.003105598514185472, 0.004359335467894284, 0.008398661927953138, 0.035005406200434526], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.3051995234184039, 0.1581549413353165, 0.0, 0.5518000248531465], [0.0, 0.0, 0.0, 0.0, 0.15034950919793233]]"
"[[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, -0.39221966399032615, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.5634091175893121, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.7219683610413163, 0.45803639248782646]]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.08038522274521609, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.6387626800595557, 0.0, 0.2332336414620228], [0.0, 0.0, 0.0, 0.0, 0.17474347686269048]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.025933227797838236, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.37508600784297885, 0.0, 0.12619293025322767], [0.0, 0.0, 0.0, 0.0, 0.050685647707134594]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.035211233693202636, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.4404757426747784, 0.0, 0.16834509679829412], [0.0, 0.0, 0.0, 0.0, 0.07722743322637818]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.05280169459062506, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0023251636598654647, 0.015996615315190678, 0.4986046879018345, 0.0019420835589328076, 0.17995206984897102], [0.008787487698216507, 0.014692878212154035, 0.0, 0.0, 0.11346444116991654]]"
"[[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, -0.2697180988669617, -0.6605852450611538, -1.0098474293488966, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [-1.7431233309129377, 0.0, -1.5186280602221438, 0.0, 0.0], [0.6156358278846618, 1.215404023490322, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0, 0.7167699028946314, 0.19213562263217404], [0.0, 0.3190813077703601, 0.0, 0.0, 1.351854832878527], [0.0, 0.20402086255437327, 0.0, 0.5958541563829316, 0.0], [0.0, 1.062210166046547, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.20149916719096508], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.08328148448157273, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.09641158070046106, 0.0], [0.0, 0.019499802724468013, 0.0, 0.0, 0.8512403768159813], [0.0, 0.0, 0.0, 0.046971366120609974, 0.0], [0.0, 0.6430403828125233, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.1590737300199049, 0.00044844177837100177], [0.0, 0.05011019754794008, 0.0, 0.0, 0.9347459205350227], [0.0, 0.014657395994179326, 0.0, 0.09692325395583738, 0.0], [0.0, 0.7142207995359352, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.2293288889847773, 0.04042510735169264], [0.0, 0.09231485349975226, 0.0, 0.0, 1.0275438061889233], [0.0, 0.042480363164630254, 0.0, 0.13397477511403516, 0.0], [0.0, 0.8017212036338023, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[[0.0, -0.31407773137314143, 0.0, 0.3583896382944104, 0.0], [-0.5218321750845242, 0.0, 0.0, -0.19916484224605102, 0.9050027724899457], [0.0, 0.0, 0.0, 0.46180365006176366, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [-0.6469592363105053, 0.0, 0.0, 0.17138946525734544, 0.0]]]","[[0.0, 0.14559722349658036, 0.0, 0.0, 0.23259711081943144], [0.12649755181536684, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.06607388682194841, 0.020174998766050813, 0.10289277195739893, 0.0, 0.02189995234274753], [0.0, 0.4404999314591829, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.03943714211871596, 0.0, 0.0, 0.1367205835466503], [0.06113990004622153, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.016306841698802334, 0.0, 0.05174193745141517, 0.0, 0.0], [0.0, 0.2958643746066426, 0.0, 0.0, 0.0]]","[[0.0, 0.05098973202665888, 0.0, 0.0, 0.16798661640111226], [0.07961848493856466, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.014249682419749806, 0.0, 0.0526348174485358, 0.0, 0.0], [0.0, 0.31768580995311635, 0.0, 0.0, 0.0]]","[[0.0, 0.07142666870593184, 0.0, 0.0, 0.19302388062162873], [0.05842296676864612, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.014077773574040942, 0.0, 0.08485451530335587, 0.0, 0.0], [0.0, 0.32166211628567914, 0.0, 0.0, 0.0]]"
"[[[0.0, -0.3648155629402129, -1.3648145704557915, 0.0, 0.0], [0.0, 0.0, 0.6364055759322995, -1.3654046710087544, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [-0.44058592065412294, 0.0, 0.0, 0.0, 0.0], [0.0, -0.4930865224760973, 2.1944537711703296, -0.3957967527055869, 0.0]]]","[[0.0, 0.0, 0.0, 0.23713093147878408, 0.0], [0.18804597964334455, 0.0, 0.0, 0.0, 0.35354350215659885], [0.5066568955942536, 0.16939779889456819, 0.0, 0.0, 0.8383964523200992], [0.0, 0.6742480294507471, 0.0, 0.0, 0.10478260075226069], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.11898451443515023, 0.0], [0.022618943901293466, 0.0, 0.0, 0.0, 0.033769907076595246], [0.1980583726521316, 0.0, 0.0, 0.0, 0.2592013900928763], [0.0, 0.3217966506734382, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.13907128093567858, 0.0], [0.02453895063192815, 0.0, 0.0, 0.0, 0.03160208123596409], [0.24475069133233993, 0.01936438441333679, 0.0, 0.0, 0.3444390363362241], [0.0, 0.39272056161288244, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.1271998423461132, 0.0], [0.014348032546177098, 0.0, 0.0, 0.0, 0.05276830185160069], [0.2775148269802313, 0.01203855583432018, 0.0, 0.0, 0.41717189834816315], [0.0, 0.4508408354174668, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]"
