coefficients,di_exact,kde,knn_sqrt,knn_sqrt_2,knn_sqrt_4
"[[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [-1.062360645999732, -0.9002377747543515, 0.0, 0.0, -1.4486414616285446], [0.0, -1.7439561933832655, 1.9119058662310429, 0.12320940365941423, 0.0], [-0.4412155101542632, 0.0, 0.0, 0.20640552634939732, 0.0]]]","[[0.0, 0.0, 0.38593723055390766, 0.0, 0.1365602240527551], [0.0, 0.0, 0.3033137675000067, 0.6616744879278351, 0.0], [0.0, 0.0, 0.0, 1.7140724238322766, 0.0], [0.0, 0.0, 0.0, 0.21479398725074617, 0.48178290405308133], [0.0, 0.0, 0.9473336328551285, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.2992086927059496, 0.0], [0.0, 0.0, 0.0, 0.0, 0.01695083306711608], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.02394898779479734], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.9768615830272367, 0.0], [0.0, 0.0, 0.0, 0.0, 0.3052959043664449], [0.0, 0.0, 0.35959576433713475, 0.0, 0.0]]","[[0.0, 0.0, 0.026278395429105383, 0.0, 0.049433611821936854], [0.0, 0.0, 0.0055984471215112215, 0.02463793748601011, 0.0], [0.0, 0.0, 0.0, 1.051093076246871, 0.0], [0.0, 0.0, 0.0, 0.0, 0.3346710322997157], [0.0, 0.0, 0.43427912008816283, 0.0, 0.0]]","[[0.0, 0.0, 0.06856305859943752, 0.0, 0.04922174074771395], [0.0, 0.0, 0.03222191557954406, 0.09068918167763985, 0.0], [0.0, 0.0, 0.0, 1.0963707045429767, 0.0], [0.0, 0.0, 0.0, 0.0, 0.3451679734758629], [0.0, 0.0, 0.4851679389019406, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.8542368796547471, 0.0, 0.0, 0.0], [0.0, -1.7686956240417464, 0.0, 0.0, 0.0], [1.3718386461475862, 0.0, 0.0, -0.8273461419585993, 0.8566858245280617]]]","[[0.0, 0.0, 0.0, 0.0, 0.4950159135493552], [0.0, 0.0, 0.26877390034024884, 0.7753593814474319, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.7109564462801571], [0.0, 0.0, 0.0, 0.0, 1.456673362350239]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.4304523929822552]]","[[0.0, 0.0, 0.0, 0.0, 0.09508659804318428], [0.0, 0.0, 0.1195502168827662, 0.2887285280865981, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.241261059874786], [0.0, 0.0, 0.0, 0.0, 1.057261733705501]]","[[0.0, 0.0, 0.0, 0.0, 0.16126520299021724], [0.0, 0.0, 0.13824851141408873, 0.3581891188661472, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.2737599019121586], [0.0, 0.0, 0.0, 0.0, 1.1034837296826754]]","[[0.019364396280486865, 0.0, 0.0, 0.0, 0.2532544074188804], [0.0, 0.0, 0.1652217699702884, 0.4306663175501803, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.33847940902933416], [0.0, 0.0, 0.0, 0.0, 1.1581265407012846]]"
"[[[0.0, 0.0, 0.0, 0.10282983389353985, 1.1171722304397707], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [-0.17997769022567586, -0.22598055975505443, 0.0, 0.7699565795320312, 0.0], [0.0, 0.0, 0.6933900978386126, 0.0, 0.24483744333092053]]]","[[0.0, 0.0, 0.0, 0.04071130798911939, 0.0], [0.0, 0.0, 0.0, 0.03400268626968577, 0.0], [0.0, 0.0, 0.0, 0.0, 0.17728065738855542], [0.018203506764117337, 0.0, 0.0, 0.437797661163622, 0.0], [0.5584453894202649, 0.0, 0.0, 0.0, 0.055271613586570595]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.08909952199123697], [0.0, 0.0, 0.0, 0.323561043511063, 0.0], [0.356414112994637, 0.0, 0.0, 0.0, 0.013891939103270018]]","[[0.0, 0.0, 0.0, 0.0016345495339848471, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.11079782083356846], [0.0, 0.0, 0.0, 0.36118974470292026, 0.0], [0.39409178237512443, 0.0, 0.0, 0.0, 0.012913188181862895]]","[[0.0, 0.0, 0.0, 0.025031659190304166, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.10882944858294313], [0.0, 0.0, 0.0, 0.37047528552808673, 0.0], [0.4484733265313126, 0.0, 0.0, 0.0, 0.009240055802833736]]"
"[[[0.0, 0.0, 0.8999062932386132, 0.0, 0.6024366713068084], [0.0, 0.0, 0.8935089326277307, 0.0, 0.0], [0.0, 0.0, -0.39178275203417534, 0.0, 0.3012780209568974], [0.0, 0.0, 0.0, 0.0, -0.39775846651429303], [-0.4574945224143193, -0.22464811033010923, -0.20551522875971423, 0.0, 0.0]]]","[[0.0, 0.0, 0.0, 0.0, 0.2639981591741934], [0.0, 0.0, 0.0, 0.0, 0.05631005672582806], [0.37592306304785417, 0.36285009879218505, 0.08871065439360944, 0.0, 0.028109794439128456], [0.0, 0.0, 0.0, 0.0, 0.0], [0.3012864444725389, 0.0, 0.09308864466992536, 0.15628223686699008, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.14192570239028632], [0.0, 0.0, 0.0, 0.0, 0.0], [0.19638535228248644, 0.21280849258479384, 0.02648360487842835, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.1700782439663415, 0.0, 0.034204444472946835, 0.09158157382042485, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.14699930929969315], [0.0, 0.0, 0.0, 0.0, 0.0], [0.2339738136238577, 0.23950040748572873, 0.036912289561093214, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.19083177172694055, 0.0, 0.04045991923476328, 0.09428329200513684, 0.0]]","[[0.0, 0.0, 0.0, 0.010538981578221534, 0.19929270619431533], [0.0, 0.0, 0.0, 0.0, 0.01106686190994361], [0.27595775467632255, 0.24323967689901785, 0.042910173482995285, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.18999792925215112, 0.0, 0.04247865352034306, 0.10136361679102171, 0.0]]"
"[[[0.533298516652991, 0.0, 0.0, 0.0, 0.0], [1.2898612905299796, 0.0, 0.0, 0.0, 0.0], [0.0, -0.6355641367641766, 0.0, 0.0, 0.0], [0.17196385559414726, 0.48561838892758685, 0.0, 0.0, 0.0], [0.0, 0.8408290555821983, 0.0, 0.0, 0.0]]]","[[0.17105689844490157, 0.5837295090625796, 0.0, 0.01653948316269597, 0.0], [0.0, 0.0, 0.4502746479563658, 0.32023511083368367, 0.6397386745610758], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.06937911612900864, 0.2861812832494239, 0.0, 0.0, 0.0], [0.0, 0.0, 0.2764935210044744, 0.18374520773863623, 0.42629987657249757], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.057968026098310296, 0.3022142324853778, 0.0, 0.0, 0.0], [0.0, 0.0, 0.26434358828739735, 0.19215495174175162, 0.42863703940177494], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.07179693618474729, 0.35805733617249846, 0.0, 0.0, 0.0], [0.0, 0.0, 0.27995201350552507, 0.2184549433178644, 0.4403981445325942], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.657472844950671, 0.4500827757151164], [0.0, 0.0, -0.5401570104452078, 0.0, 0.0], [-0.15761133783388537, 0.0, -0.14218531931529288, 0.933969414921729, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.3387232277664892, 1.8064579995548562, 0.0]]]","[[0.0, 0.0, 0.02380643765166407, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.19095876508719276, 0.009074982016094949, 0.0, 0.10421376309759098], [0.16185356546147833, 0.0, 0.2824938122912377, 0.0, 0.729744226763065], [0.299431482848593, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.08051198207951539, 0.0, 0.0, 0.0], [0.06799613641501406, 0.0, 0.13993051252522887, 0.0, 0.35735199869053563], [0.1239551914137232, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.10189427942712556, 0.0, 0.0, 0.0], [0.08521825629635436, 0.0, 0.1820884780710098, 0.0, 0.435576396067198], [0.11540295865714936, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.10506571714755651, 0.0, 0.0, 0.0], [0.10621721060211266, 0.0, 0.20714260471197235, 0.0, 0.5046726390952836], [0.1214308200185613, 0.0, 0.0, 0.0, 0.0]]"
"[[[0.0, -1.460746092938973, 0.0, 0.0, 0.0], [0.21322280169168673, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [-0.26412562218384555, 0.0, -1.3388813612682584, 0.0, 1.8072950606749263], [0.0, -0.37696461248737156, -1.6693444146013285, 0.0, 0.0]]]","[[0.0, 0.07368804833521023, 0.0, 0.12397821307986695, 0.0], [0.6356044762837638, 0.0, 0.0, 0.0, 0.0802194510538362], [0.0, 0.0, 0.0, 0.5327873863165223, 0.7175613440997837], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.3516732962605, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0807820579546958, 0.0]]","[[0.0, 0.0030455675438235386, 0.0, 0.0, 0.0], [0.22015303780797635, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.05351176995633602, 0.22915593906529919], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.6486804218298842, 0.0]]","[[0.0, 0.023021318694419913, 0.0, 0.0, 0.0], [0.27610873920265605, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.08255994050144243, 0.29852665025235336], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.7437140371020857, 0.0]]","[[0.0, 0.017936229348554142, 0.0, 0.0, 0.0], [0.35489576722664606, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.15806106932178157, 0.3845447680690668], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.8588930900592031, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0, 0.0], [-0.5343494452083257, 0.0, 0.0, 0.0, 0.19043810427895722], [-0.3105593128414408, 0.0, 0.6522151254065232, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.45427146004502156, 0.7153244429458064]]]","[[0.0, 0.1114651168941722, 0.038820908964786655, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.24475166591801428, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.08792367819165443], [0.0, 0.017312531939146787, 0.0, 0.0, 0.3099236082121054]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.05084756002764574, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.18705439660706819, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.01775702690860791], [0.0, 0.0, 0.0, 0.0, 0.22148161565633154]]","[[0.0, 0.062102848193823314, 0.006275177188900731, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.2140757490425172, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.042959342367806796], [0.0, 0.0, 0.0, 0.0, 0.25758214470049784]]","[[0.0, 0.06935613752910087, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.001011822815483282, 0.0], [0.0, 0.0, 0.20116254277595785, 0.0, 0.0], [0.0, 0.0, 0.0, 0.011906296190015798, 0.08828706909533876], [0.0, 0.011435101479910517, 0.0, 0.0, 0.2722241159105002]]"
"[[[1.3662624736929732, 0.0, 0.0, 0.0, -1.332476985187494], [-0.580164622569288, 0.0, 0.5130788602978058, 0.9036365576937608, 0.0], [0.0, -0.1741459057881715, 0.2632786727390105, 0.0, 0.0], [0.0, 0.0, -1.3398540838125272, 0.0, 0.6531745601594048], [0.7247676001681792, 0.0, 0.0, 0.0, -0.6070315759407338]]]","[[1.2769539902261966, 0.5969831102877406, 0.0, 0.0, 0.7342421255206211], [0.0, 0.0, 0.10034334907372924, 0.0, 0.0], [0.0, 0.14015690852340185, 0.03661880769510726, 0.5728563412240175, 0.0], [0.0, 0.7240842536178355, 0.0, 0.0, 0.0], [0.8703139105104025, 0.0, 0.0, 0.3992351371589323, 0.3483518512998779]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.39800930765900894, 0.14426770587905458, 0.0, 0.0, 0.22459414853637452], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.1951155243002585, 0.0], [0.0, 0.404030485295978, 0.0, 0.0, 0.0], [0.07016866070611076, 0.0, 0.0, 0.013496534010151735, 0.0055171217326867835]]","[[0.48637924563534596, 0.1773406911677739, 0.0, 0.0, 0.2790119301448505], [0.0, 0.0, 0.004102136648552737, 0.0, 0.0], [0.0, 0.009852127558671401, 0.0, 0.26089037208037164, 0.0], [0.0, 0.4720779049231927, 0.0, 0.0, 0.0], [0.14673290275357412, 0.0, 0.0, 0.04137716890146344, 0.03028524863201994]]","[[0.5805655489228125, 0.19888507446462927, 0.0, 0.0, 0.33392536457525285], [0.0, 0.0, 0.031683265963372835, 0.0, 0.0], [0.0, 0.01666841901582426, 0.0, 0.3348545956017919, 0.0], [0.0, 0.5365695688785755, 0.0, 0.0, 0.0], [0.21724510197773172, 0.0, 0.0, 0.05140470018357554, 0.06727130485668299]]"
"[[[0.0, 0.0, 0.0, 0.6317752380227931, 0.0], [0.0, 0.0, -0.9343974892176973, -0.5259734487468231, 0.0], [0.12627383493300104, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.7426640621886338, 0.0, -0.9605068310338889, 0.0, 0.4224643515911817]]]","[[0.0, 0.0, 0.008506127176719844, 0.0, 0.2812940089075767], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.3413379899515033, 0.0, 0.0, 0.3430854905895888], [0.1596959228712679, 0.12845448786395713, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.19837780689543758]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.13668621303024955], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.203112232305784, 0.0, 0.0, 0.17218107544491262], [0.061153217300760794, 0.037323506506531566, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.044592980008146973]]","[[0.0, 0.0, 0.0, 0.0, 0.17082108384566103], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.2263736139909204, 0.0, 0.0, 0.21488069715515876], [0.095894877446221, 0.04834094818511222, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.08319825712703689]]","[[0.0021529472112889387, 0.0, 0.0006708448454771337, 0.0, 0.21155926041332482], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.2503929361654647, 0.0, 0.0, 0.27233738947268765], [0.1355000347485112, 0.07614831720211077, 0.0038256932186830138, 0.002967444578906496, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0911203052141569]]"
"[[[0.0, 0.0, 0.0, 0.0, 0.43583087001420784], [0.0, 0.0, -1.1339406072694374, 0.0, 0.0], [0.0, 0.0, 0.8946460698602685, 0.0, 1.1964130428745758], [-0.10481699612812398, -0.22038257467872918, 1.632144053920979, 0.0, 0.0], [0.0, 0.0, -1.3394831387710586, -0.21198020531865489, -1.193778764184245]]]","[[0.0, 0.0, 0.0, 0.020768785344595895, 0.0], [0.0, 0.0, 0.0, 0.18030383224637006, 0.0], [0.0, 1.033709048350103, 0.8832232698569136, 1.3881984287907523, 1.2074855451971742], [0.0, 0.0, 0.0, 0.0, 0.30407878926380333], [0.3580902091798438, 0.0, 1.1104505912902658, 0.0, 1.1020841971789073]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.06514866486611935, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.41285782211079536, 0.13101108781226506, 0.5528615940305527, 0.2952095887829912], [0.0, 0.0, 0.0, 0.0, 0.0], [0.06634072301619823, 0.0, 0.22197827982587467, 0.0, 0.11526607814182377]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.4567825671659794, 0.18769944666863556, 0.6366403884063059, 0.3832633750159156], [0.0, 0.0, 0.0, 0.0, 0.0], [0.08486319689072148, 0.0, 0.2926789553695908, 0.0, 0.18177306546764774]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.5344790262649447, 0.26165119897097655, 0.7081529944877123, 0.4542899287040413], [0.0, 0.0, 0.0, 0.0, 0.0], [0.09477892821100481, 0.0, 0.3446267316378016, 0.0, 0.25629996750315337]]"
"[[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.6510007004927102, 0.0, 0.0], [0.0, 0.23261585627363965, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.2799808962537004, 0.0, 0.0, -0.2755724237836543, 0.24782598825717853]]]","[[0.0, 0.0, 0.0, 0.0, 0.030256291847188078], [0.0, 0.0, 0.02923217987592364, 0.0, 0.0], [0.0, 0.19366490888336083, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.039190543728185416], [0.0, 0.0, 0.0, 0.0, 0.03107086989470117]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0088353483199104, 0.0, 0.0], [0.0, 0.12692485732387612, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.010027352697967678], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.004581743401565267, 0.0, 0.0], [0.0, 0.13561638574261756, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.014330224182453945], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.01989564817612272, 0.013221421276083289], [0.0, 0.005390493671168753, 0.019157852251605868, 0.0005617914320918709, 0.0], [0.0, 0.14979049717589699, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.020492642763007562], [0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[[0.1605435777945416, 0.0, 1.8374293479669646, 0.0, 0.11864562293444161], [0.0, 0.0, -2.7717012617564016, -1.336536013826572, -0.49676806028148557], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.5341810216626557, 0.0, 0.0, 0.0], [0.5406550698552939, 0.0, 0.0, -0.6131927601895593, 0.0]]]","[[0.06045167916203939, 0.0, 0.0, 0.0, 0.4295878445705966], [0.0, 0.0, 0.0, 0.9033635858227742, 0.0], [0.7316201253231973, 1.0432230633099433, 0.0, 0.0, 0.0], [0.0, 1.2137041171277343, 0.0, 0.0, 0.6030174294510564], [0.023632477198273705, 0.38325852252250403, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.047265983493649855, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.04796542703760985, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0919750617062168], [0.0, 0.0, 0.0, 0.4188187932493195, 0.0], [0.15092759197836678, 0.08195433831123379, 0.0, 0.0, 0.0], [0.0, 0.39065745008836283, 0.0, 0.0, 0.35598745316306407], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.10727448179985392], [0.0, 0.0, 0.0, 0.44185919792517214, 0.0], [0.20740919704372437, 0.15765908196774367, 0.0, 0.0, 0.0], [0.0, 0.43350980518370935, 0.0, 0.0, 0.39361257264178984], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.16338084823976645], [0.0, 0.0, 0.0, 0.46639591295261656, 0.0], [0.2714169682537483, 0.24534936594088308, 0.0, 0.0, 0.0], [0.0, 0.4928646429765057, 0.0, 0.0, 0.4344129845393521], [0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, -0.34517195044984006, 0.0, 0.0, -0.8934076922544915], [0.0, 0.0, 0.0, -0.35463522833617384, -0.17018717379668905], [0.0, 0.0, 0.0, 0.0, 0.23786212799106787], [0.0, 0.0, 0.0, -0.25083676384951187, -0.19503286196556616]]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.12146474017553338, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.06780996536796015, 0.0, 0.029142644488310845], [0.0, 0.3193817485362879, 0.014860298420236891, 0.02327997381023608, 0.011017441495665433]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.043540231685616895, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.027006395209188645, 0.0, 0.0], [0.0, 0.22248893253205868, 0.0, 0.012935783241670742, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.04899354558370333, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.024440934542858186, 0.0, 0.0], [0.0, 0.23000018732096206, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.06517602300033144, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.019462457584563893, 0.0, 0.0], [0.0, 0.2626180944792879, 0.0, 0.0, 0.0]]"
