coefficients,di_exact,knn_subset_pairwise
"[[['sigm', ''], ['log', '']]]","[[0.029350921115830864, 0.9151970576865054], [0.0, 0.0]]","[[0.00520030862222544, 0.5479376970875929], [0.0071769587756189135, 0.0]]"
"[[['', 'cos'], ['', '']]]","[[0.0, 0.0], [0.00585870350046251, 0.0]]","[[0.0, 0.0], [0.03026019539101213, 0.0]]"
"[[['', ''], ['**0.731', '']]]","[[0.0, 0.5021167059779287], [0.0, 0.0]]","[[0.0, 0.5037952122145515], [0.0, 0.0]]"
"[[['', 'cos'], ['', '']]]","[[0.0, 0.0], [0.015597401135704486, 0.0]]","[[0.0, 0.017983618029256045], [0.030481871091753664, 0.0]]"
"[[['', ''], ['', '0.488']]]","[[0.0, 0.0], [0.0, 0.11165642393299119]]","[[0.0, 0.014477111092153721], [0.0, 0.08806128641860352]]"
"[[['', 'tanh'], ['', 'log']]]","[[0.0, 0.0], [0.9554363550883682, 1.5437794783394745]]","[[0.3252937666782414, 0.0], [0.5149737246225085, 1.3367272779684511]]"
"[[['', ''], ['', '']]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.036624554867464], [0.037956902885222674, 0.0]]"
"[[['', ''], ['', '']]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]"
"[[['', ''], ['**0.639', '']]]","[[0.0, 0.617379668336859], [0.0, 0.0]]","[[0.0, 0.5717197845029037], [0.011131326634012706, 0.0028044851099759344]]"
"[[['', ''], ['', '0.340']]]","[[0.0, 0.0], [0.0, 0.06992970171450448]]","[[0.0, 0.0], [0.005718407248368546, 0.051870221634649875]]"
"[[['', ''], ['', '']]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.003787231927472857], [0.012441524927394637, 0.0]]"
"[[['', ''], ['**0.970', '']]]","[[0.0, 0.37718970877992936], [0.0, 0.0]]","[[0.0, 0.35309227463546233], [0.006647244844496794, 0.0016540451571216601]]"
"[[['', 'cos'], ['', '']]]","[[0.0, 0.0], [0.010617201867070268, 0.0]]","[[0.0, 0.0020484392152928183], [0.017622287939227592, 0.0]]"
"[[['', ''], ['', '']]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.004688972046818583], [0.0, 0.0]]"
"[[['', ''], ['', 'sin']]]","[[0.0, 0.0], [0.0, 0.7694518096398545]]","[[0.0, 0.0], [0.0, 0.7446485812801483]]"
"[[['', ''], ['', '']]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.007727745838699965, 0.012783286255088044], [0.0, 0.0]]"
"[[['', ''], ['', '']]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.017692469469430604, 0.0]]"
"[[['', ''], ['', 'cos']]]","[[0.0, 0.0], [0.0, 0.24690645625625504]]","[[4.565032284963854e-07, 0.0], [0.0, 0.2692628186701641]]"
"[[['log', ''], ['', '1.056']]]","[[1.6847704583702137, 0.0], [0.0, 82.49249282668437]]","[[1.3198128154668318, 0.0], [0.0, 3.745633297301507]]"
"[[['', ''], ['', '']]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.00781810300425548, 0.0], [0.009847797474845581, 0.021455247135300302]]"
"[[['', ''], ['', 'tanh']]]","[[0.0, 0.0], [0.0, 0.6671644148381629]]","[[0.0, 0.0], [0.03966227688845254, 0.6738860729571364]]"
"[[['-0.503', ''], ['log', '']]]","[[0.1227199927124417, 1.5202903095386902], [0.0, 0.0]]","[[0.09391344315792667, 0.24829994348593346], [0.0, 0.0]]"
"[[['', 'sigm'], ['**0.772', '']]]","[[0.0, 0.2498339343591713], [0.04187014221419869, 0.0]]","[[0.019693925196434724, 0.25603616678571445], [0.0365294331247626, 0.0]]"
"[[['', ''], ['sigm', '']]]","[[0.0, 0.031299611084149456], [0.0, 0.0]]","[[0.0, 0.0], [0.00478670676222983, 0.029845414610073916]]"
"[[['', '**0.211'], ['', '']]]","[[0.0, 0.0], [1.0573346883689616, 0.0]]","[[0.0730752358984854, 0.023064019135744126], [0.5890084420972694, 0.0]]"
"[[['', 'cos'], ['', '']]]","[[0.0, 0.0], [0.018953782856033573, 0.0]]","[[0.0, 0.008428253122622823], [0.022811306945243717, 0.000259983699266681]]"
"[[['', 'log'], ['-0.216', '']]]","[[0.0, 0.3738843290218424], [1.5320647583734466, 0.0]]","[[0.0, 0.3471916579032598], [0.6570497486566991, 0.0]]"
"[[['log', ''], ['', '']]]","[[1.5985267270313832, 0.0], [0.0, 0.0]]","[[1.305754046557596, 0.0], [0.0, 0.0]]"
"[[['-0.224', ''], ['', '']]]","[[0.025346683878798078, 0.0], [0.0, 0.0]]","[[0.006666587155408015, 0.0147970316217657], [0.01876944045699882, 0.0]]"
"[[['**0.017', ''], ['', '']]]","[[0.0007109268306197209, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.010563674995135407, 0.01855281288955069]]"
"[[['', ''], ['', '']]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]"
"[[['', ''], ['', '']]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.002267527817585786, 0.0], [0.0, 0.006582171087126719]]"
"[[['', ''], ['', '']]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]"
"[[['', ''], ['', '']]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0036139094099477773, 0.0], [0.0, 0.010039426325260462]]"
"[[['', '0.104'], ['', 'sin']]]","[[0.0, 0.0], [0.0244756998078375, 0.8361688879005688]]","[[0.0, 0.0], [0.020027164668309286, 0.8141203649232915]]"
"[[['', ''], ['', '0.392']]]","[[0.0, 0.0], [0.0, 0.0665014832773136]]","[[0.005138006244408881, 0.0], [0.0, 0.05800563379493555]]"
"[[['', ''], ['tanh', '']]]","[[0.0, 0.3021755945775086], [0.0, 0.0]]","[[0.0, 0.2512538285127344], [0.0, 0.0479600178978794]]"
"[[['', 'cos'], ['', '**0.434']]]","[[0.0, 0.0], [0.3114023563292571, 0.142088210703143]]","[[0.03630791795389741, 0.0], [0.27693996181415553, 0.14052433091924624]]"
"[[['', ''], ['', 'tanh']]]","[[0.0, 0.0], [0.0, 0.6884179087592783]]","[[0.00027220328953134876, 0.0], [0.0, 0.6838426208950353]]"
"[[['', ''], ['', 'cos']]]","[[0.0, 0.0], [0.0, 0.24608939546046726]]","[[0.022777635172237874, 0.0], [0.0, 0.2605592187868101]]"
"[[['0.707', ''], ['', 'tanh']]]","[[0.3557414661129944, 0.0], [0.0, 0.6402234686079542]]","[[0.3516248751263837, 0.0], [0.0, 0.6377936460685069]]"
"[[['', 'sin'], ['', '']]]","[[0.0, 0.0], [0.3861478695346871, 0.0]]","[[0.011781466449988311, 0.0088414864412544], [0.3509624025227253, 0.0]]"
"[[['', ''], ['**0.417', '']]]","[[0.0, 0.7555124279827884], [0.0, 0.0]]","[[0.047133718789906257, 0.6127290402828204], [0.0, 0.0]]"
"[[['cos', ''], ['', 'sigm']]]","[[0.24372133574556068, 0.0], [0.0, 0.01622005191140664]]","[[0.26510570028424535, 0.007461897800599971], [0.0, 0.006496445699788621]]"
"[[['', ''], ['', 'sigm']]]","[[0.0, 0.0], [0.0, 0.022096480230540897]]","[[0.0, 0.01943816758050797], [0.0, 0.005666793450131473]]"
"[[['', 'log'], ['', '']]]","[[0.0, 0.0], [1.547148885258632, 0.0]]","[[0.0, 0.0], [0.23665480233482397, 0.0]]"
"[[['cos', ''], ['', 'log']]]","[[0.2538164581252004, 0.0], [0.0, 1.605149556933857]]","[[0.22413454994043797, 0.0], [0.0, 1.2954803057459336]]"
"[[['', 'sigm'], ['log', '']]]","[[0.0, 1.4362684461649513], [0.1162376130859696, 0.0]]","[[0.0, 0.4959558817234934], [0.12574395176007214, 0.0]]"
"[[['', ''], ['', '']]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.004547407258965402, 0.0], [0.0, 0.0054533384655848305]]"
"[[['', '**0.969'], ['tanh', '']]]","[[0.0, 0.7846300412048763], [0.9144785895339937, 0.0]]","[[0.005787138799515116, 0.7584701914586078], [0.8450732697783613, 0.0]]"
"[[['', ''], ['', '']]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.025371687611083427], [0.005443549490826406, 0.0]]"
"[[['', ''], ['cos', '']]]","[[0.0, 0.011701548360852996], [0.0, 0.0]]","[[0.007282148015767217, 0.026559513239618644], [0.003294454135352763, 0.0]]"
"[[['0.032', ''], ['', 'tanh']]]","[[0.0024744901084549045, 0.0], [0.0, 0.7008339168752634]]","[[0.0, 0.0], [0.003347437376281824, 0.6884026964413575]]"
"[[['', ''], ['-0.464', '']]]","[[0.0, 0.08424079200483943], [0.0, 0.0]]","[[0.0, 0.1044640689796846], [0.0002580933916616953, 0.0]]"
"[[['', ''], ['', '']]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.006151574982494244], [0.0031565518311558, 0.0]]"
"[[['', ''], ['tanh', '']]]","[[0.0, 0.30150535637599796], [0.0, 0.0]]","[[0.0, 0.2961602298562473], [0.020542019185187152, 0.0]]"
"[[['', 'tanh'], ['cos', '']]]","[[0.0, 0.20829554361155073], [0.23008515695331153, 0.0]]","[[0.0, 0.2066487784389852], [0.22457118015981106, 0.0]]"
"[[['', 'sin'], ['', '']]]","[[0.0, 0.0], [0.334741172806535, 0.0]]","[[0.003485567614720852, 0.0], [0.2988718546790207, 0.0]]"
"[[['', ''], ['log', '']]]","[[0.0, 1.4621673911569668], [0.0, 0.0]]","[[0.004694061204662968, 0.2577777952034901], [0.0, 0.0]]"
"[[['log', ''], ['', '']]]","[[1.6000078376732223, 0.0], [0.0, 0.0]]","[[1.310411835332634, 0.0], [0.0, 0.0]]"
"[[['log', ''], ['log', '']]]","[[1.5268133230719518, 1.5386376703216234], [0.0, 0.0]]","[[1.254452485378745, 0.5075267205154498], [0.0, 0.5412390544882694]]"
"[[['tanh', ''], ['sigm', '']]]","[[0.6201454392317318, 0.09580409160888263], [0.0, 0.0]]","[[0.6110057061604371, 0.0335688635736059], [0.0, 0.04951282397442941]]"
"[[['', 'cos'], ['', '']]]","[[0.0, 0.0], [0.016346877518381927, 0.0]]","[[0.0, 0.0], [0.016707457987613496, 0.017823940389968693]]"
"[[['log', ''], ['**0.405', '']]]","[[1.602394947854368, 1.2947539727568953], [0.0, 0.0]]","[[1.296202223536502, 0.6177677211119135], [0.0, 0.42883977364168196]]"
"[[['', ''], ['-0.428', '']]]","[[0.0, 0.07979764835757197], [0.0, 0.0]]","[[0.006354719690404145, 0.11769077991101173], [0.0, 0.0]]"
"[[['sin', ''], ['', '']]]","[[0.8392457710030823, 0.0], [0.0, 0.0]]","[[0.7857357238635982, 0.007490877197902486], [0.001409821608822227, 0.0]]"
"[[['sigm', ''], ['', '']]]","[[0.029564386231999615, 0.0], [0.0, 0.0]]","[[0.06218200189515773, 0.011571221992526732], [0.0, 0.0]]"
"[[['', ''], ['', '']]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.04424196787449979, 0.014277889853746164]]"
"[[['', ''], ['0.753', '']]]","[[0.0, 0.23513893058317448], [0.0, 0.0]]","[[0.0, 0.23857960911797582], [0.0, 0.0]]"
"[[['', ''], ['', 'sigm']]]","[[0.0, 0.0], [0.0, 0.024634593773232478]]","[[0.020856584466424227, 0.00915368684004812], [0.0, 0.0]]"
"[[['', 'cos'], ['tanh', '']]]","[[0.0, 0.23466349244590992], [0.22747927366865445, 0.0]]","[[0.00978696445570314, 0.21353720513224547], [0.19588552845025642, 0.0]]"
"[[['', ''], ['', '']]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0015938711570092168, 0.0], [0.0, 0.015666914489786764]]"
